index, prediction
124,10 gram
125,10 gram
126,10 gram
127,1155 millimetre
128,10 gram
129,10 gram
130,10 gram
131,10 gram
132,10 gram
133,10 gram
134,38.0 millimetre
135,10 gram
136,10 gram
137,65 centimetre
138,65 centimetre
139,65 centimetre
140,60 centimetre
141,10 gram
142,10 centimetre
143,30.0 pound
144,150 centimetre
145,120 millimetre
146,10 gram
147,6 millimetre
148,6 millimetre
149,6 millimetre
150,30 millimetre
151,30 millimetre
152,30 millimetre
153,140 centimetre
154,140 centimetre
155,67 centimetre
156,67 centimetre
157,67 centimetre
158,85.5 millimetre
159,10 gram
160,10 gram
161,10 gram
162,17.2 centimetre
163,147 centimetre
164,7.2 inch
165,7.2 inch
166,7.2 inch
167,10 gram
168,10 gram
169,37 centimetre
170,52 centimetre
171,52 centimetre
172,10 gram
173,10 gram
174,35 centimetre
175,28 centimetre
176,23.7 centimetre
177,23.7 centimetre
178,56 centimetre
179,10 gram
180,150 centimetre
181,150 centimetre
182,10 gram
183,10 gram
184,10 gram
185,43 centimetre
186,827.0 centimetre
187,24.0 centimetre
188,24.0 centimetre
189,11.4 centimetre
190,11.4 centimetre
191,10 gram
192,10 gram
193,22.7 centimetre
194,22.7 centimetre
195,10 gram
196,10 gram
197,10 gram
198,10 gram
199,10 gram
200,10 gram
201,10 gram
202,10 gram
203,10 gram
204,10 gram
205,10 gram
206,10 gram
207,10 gram
208,10 gram
209,10 gram
210,10 gram
211,10 gram
212,10 gram
213,10 gram
214,10 gram
215,10 gram
216,10 gram
217,10 gram
218,10 gram
219,10 gram
220,10 gram
221,10 gram
222,10 gram
223,10 gram
224,10 gram
225,10 gram
226,10 gram
227,10 gram
228,10 gram
229,10 gram
230,10 gram
231,10 gram
232,10 gram
233,10 gram
234,10 gram
235,10 gram
236,10 gram
237,10 gram
238,10 gram
239,10 gram
240,10 gram
241,10 gram
242,10 gram
243,10 gram
244,10 gram
245,10 gram
246,10 gram
247,10 gram
248,10 gram
249,10 gram
250,10 gram
251,10 gram
252,10 gram
253,10 gram
254,10 gram
255,10 gram
256,10 gram
257,10 gram
258,10 gram
259,10 gram
260,10 gram
261,10 gram
262,10 gram
263,10 gram
264,10 gram
265,10 gram
266,10 gram
267,10 gram
268,10 gram
269,10 gram
270,10 gram
271,10 gram
272,10 gram
273,10 gram
274,10 gram
275,10 gram
276,10 gram
277,10 gram
278,10 gram
279,10 gram
280,10 gram
281,10 gram
282,10 gram
283,10 gram
284,10 gram
285,10 gram
286,10 gram
287,10 gram
288,10 gram
289,10 gram
290,10 gram
291,10 gram
292,10 gram
293,10 gram
294,10 gram
295,10 gram
296,10 gram
297,10 gram
298,10 gram
299,10 gram
300,10 gram
301,10 gram
302,10 gram
303,10 gram
304,10 gram
305,10 gram
306,10 gram
307,10 gram
308,10 gram
309,10 gram
310,10 gram
311,10 gram
312,10 gram
313,10 gram
314,10 gram
315,10 gram
316,10 gram
317,10 gram
318,10 gram
319,10 gram
320,10 gram
321,10 gram
322,10 gram
323,10 gram
324,10 gram
325,10 gram
326,10 gram
327,10 gram
328,10 gram
329,10 gram
330,10 gram
331,10 gram
332,10 gram
333,10 gram
334,10 gram
335,10 gram
336,10 gram
337,10 gram
338,10 gram
339,10 gram
340,10 gram
341,10 gram
342,10 gram
343,10 gram
344,10 gram
345,10 gram
346,10 gram
347,10 gram
348,10 gram
349,10 gram
350,10 gram
351,10 gram
352,10 gram
353,10 gram
354,10 gram
355,10 gram
356,10 gram
357,10 gram
358,10 gram
359,10 gram
360,10 gram
361,10 gram
362,10 gram
363,10 gram
364,10 gram
365,10 gram
366,10 gram
367,10 gram
368,10 gram
369,10 gram
370,10 gram
371,10 gram
372,10 gram
373,10 gram
374,10 gram
375,10 gram
376,10 gram
377,10 gram
378,10 gram
379,10 gram
380,10 gram
381,10 gram
382,10 gram
383,10 gram
384,10 gram
385,10 gram
386,10 gram
387,10 gram
388,10 gram
389,10 gram
390,10 gram
391,10 gram
392,10 gram
393,10 gram
394,10 gram
395,10 gram
396,10 gram
397,10 gram
398,10 gram
399,10 gram
400,10 gram
401,10 gram
402,10 gram
403,10 gram
404,10 gram
405,10 gram
406,10 gram
407,10 gram
408,10 gram
409,10 gram
410,10 gram
411,10 gram
412,10 gram
413,10 gram
414,10 gram
415,10 gram
416,10 gram
417,10 gram
418,10 gram
419,10 gram
420,10 gram
421,10 gram
422,10 gram
423,10 gram
424,10 gram
425,10 gram
426,10 gram
427,10 gram
428,10 gram
429,10 gram
430,10 gram
431,10 gram
432,10 gram
433,10 gram
434,10 gram
435,10 gram
436,10 gram
437,10 gram
438,10 gram
439,10 gram
440,10 gram
441,10 gram
442,10 gram
443,10 gram
444,10 gram
445,10 gram
446,10 gram
447,10 gram
448,10 gram
449,10 gram
450,10 gram
451,10 gram
452,10 gram
453,10 gram
454,10 gram
455,10 gram
456,10 gram
457,10 gram
458,10 gram
459,10 gram
460,10 gram
461,10 gram
462,10 gram
463,10 gram
464,10 gram
465,10 gram
466,10 gram
467,10 gram
468,10 gram
469,10 gram
470,10 gram
471,10 gram
472,10 gram
473,10 gram
474,10 gram
475,10 gram
476,10 gram
477,10 gram
478,10 gram
479,10 gram
480,10 gram
481,10 gram
482,10 gram
483,10 gram
484,10 gram
485,10 gram
486,10 gram
487,10 gram
488,10 gram
489,10 gram
490,10 gram
491,10 gram
492,10 gram
493,10 gram
494,10 gram
495,10 gram
496,10 gram
497,10 gram
498,10 gram
499,10 gram
500,10 gram
501,10 gram
502,10 gram
503,10 gram
504,10 gram
505,10 gram
506,10 gram
507,10 gram
508,10 gram
509,10 gram
510,10 gram
511,10 gram
512,10 gram
513,10 gram
514,10 gram
515,10 gram
516,10 gram
517,10 gram
518,10 gram
519,10 gram
520,10 gram
521,10 gram
522,10 gram
523,10 gram
524,10 gram
525,10 gram
526,10 gram
527,10 gram
528,10 gram
529,10 gram
530,10 gram
531,10 gram
532,10 gram
533,10 gram
534,10 gram
535,10 gram
536,10 gram
537,10 gram
538,10 gram
539,10 gram
540,10 gram
541,10 gram
542,10 gram
543,10 gram
544,10 gram
545,10 gram
546,10 gram
547,10 gram
548,10 gram
549,10 gram
550,10 gram
551,10 gram
552,10 gram
553,10 gram
554,10 gram
555,10 gram
556,10 gram
557,10 gram
558,10 gram
559,10 gram
560,10 gram
561,10 gram
562,10 gram
563,10 gram
564,10 gram
565,10 gram
566,10 gram
567,10 gram
568,10 gram
569,10 gram
570,10 gram
571,10 gram
572,10 gram
573,10 gram
574,10 gram
575,10 gram
576,10 gram
577,10 gram
578,10 gram
579,10 gram
580,10 gram
581,10 gram
582,10 gram
583,10 gram
584,10 gram
585,10 gram
586,10 gram
587,10 gram
588,10 gram
589,10 gram
590,10 gram
591,10 gram
592,10 gram
593,10 gram
594,10 gram
595,10 gram
596,10 gram
597,10 gram
598,10 gram
599,10 gram
600,10 gram
601,10 gram
602,10 gram
603,10 gram
604,10 gram
605,10 gram
606,10 gram
607,10 gram
608,10 gram
609,10 gram
610,10 gram
611,10 gram
612,10 gram
613,10 gram
614,10 gram
615,10 gram
616,10 gram
617,10 gram
618,10 gram
619,10 gram
620,10 gram
621,10 gram
622,10 gram
623,10 gram
624,10 gram
625,10 gram
626,10 gram
627,10 gram
628,10 gram
629,10 gram
630,10 gram
631,10 gram
632,10 gram
633,10 gram
634,10 gram
635,10 gram
636,10 gram
637,10 gram
638,10 gram
639,10 gram
640,10 gram
641,10 gram
642,10 gram
643,10 gram
644,10 gram
645,10 gram
646,10 gram
647,10 gram
648,10 gram
649,10 gram
650,10 gram
651,10 gram
652,10 gram
653,10 gram
654,10 gram
655,10 gram
656,10 gram
657,10 gram
658,10 gram
659,10 gram
660,10 gram
661,10 gram
662,10 gram
663,10 gram
664,10 gram
665,10 gram
666,10 gram
667,10 gram
668,10 gram
669,10 gram
670,10 gram
671,10 gram
672,10 gram
673,10 gram
674,10 gram
675,10 gram
676,10 gram
677,10 gram
678,10 gram
679,10 gram
680,10 gram
681,10 gram
682,10 gram
683,10 gram
684,10 gram
685,10 gram
686,10 gram
687,10 gram
688,10 gram
689,10 gram
690,10 gram
691,10 gram
692,10 gram
693,10 gram
694,10 gram
695,10 gram
696,10 gram
697,10 gram
698,10 gram
699,10 gram
700,10 gram
701,10 gram
702,10 gram
703,10 gram
704,10 gram
705,10 gram
706,10 gram
707,10 gram
708,10 gram
709,10 gram
710,10 gram
711,10 gram
712,10 gram
713,10 gram
714,10 gram
715,10 gram
716,10 gram
717,10 gram
718,10 gram
719,10 gram
720,10 gram
721,10 gram
722,10 gram
723,10 gram
724,10 gram
725,10 gram
726,10 gram
727,10 gram
728,10 gram
729,10 gram
730,10 gram
731,10 gram
732,10 gram
733,10 gram
734,10 gram
735,10 gram
736,10 gram
737,10 gram
738,10 gram
739,10 gram
740,10 gram
741,10 gram
742,10 gram
743,10 gram
744,10 gram
745,10 gram
746,10 gram
747,10 gram
748,10 gram
749,10 gram
750,10 gram
751,10 gram
752,10 gram
753,10 gram
754,10 gram
755,10 gram
756,10 gram
757,10 gram
758,10 gram
759,10 gram
760,10 gram
761,10 gram
762,10 gram
763,10 gram
764,10 gram
765,10 gram
766,10 gram
767,10 gram
768,10 gram
769,10 gram
770,10 gram
771,10 gram
772,10 gram
773,10 gram
774,10 gram
775,10 gram
776,10 gram
777,10 gram
778,10 gram
779,10 gram
780,10 gram
781,10 gram
782,10 gram
783,10 gram
784,10 gram
785,10 gram
786,10 gram
787,10 gram
788,10 gram
789,10 gram
790,10 gram
791,10 gram
792,10 gram
793,10 gram
794,10 gram
795,10 gram
796,10 gram
797,10 gram
798,10 gram
799,10 gram
800,10 gram
801,10 gram
802,10 gram
803,10 gram
804,10 gram
805,10 gram
806,10 gram
807,10 gram
808,10 gram
809,10 gram
810,10 gram
811,10 gram
812,10 gram
813,10 gram
814,10 gram
815,10 gram
816,10 gram
817,10 gram
818,10 gram
819,10 gram
820,10 gram
821,10 gram
822,10 gram
823,10 gram
824,10 gram
825,10 gram
826,10 gram
827,10 gram
828,10 gram
829,10 gram
830,10 gram
831,10 gram
832,10 gram
833,10 gram
834,10 gram
835,10 gram
836,10 gram
837,10 gram
838,10 gram
839,10 gram
840,10 gram
841,10 gram
842,10 gram
843,10 gram
844,10 gram
845,10 gram
846,10 gram
847,10 gram
848,10 gram
849,10 gram
850,10 gram
851,10 gram
852,10 gram
853,10 gram
854,10 gram
855,10 gram
856,10 gram
857,10 gram
858,10 gram
859,10 gram
860,10 gram
861,10 gram
862,10 gram
863,10 gram
864,10 gram
865,10 gram
866,10 gram
867,10 gram
868,10 gram
869,10 gram
870,10 gram
871,10 gram
872,10 gram
873,10 gram
874,10 gram
875,10 gram
876,10 gram
877,10 gram
878,10 gram
879,10 gram
880,10 gram
881,10 gram
882,10 gram
883,10 gram
884,10 gram
885,10 gram
886,10 gram
887,10 gram
888,10 gram
889,10 gram
890,10 gram
891,10 gram
892,10 gram
893,10 gram
894,10 gram
895,10 gram
896,10 gram
897,10 gram
898,10 gram
899,10 gram
900,10 gram
901,10 gram
902,10 gram
903,10 gram
904,10 gram
905,10 gram
906,10 gram
907,10 gram
908,10 gram
909,10 gram
910,10 gram
911,10 gram
912,10 gram
913,10 gram
914,10 gram
915,10 gram
916,10 gram
917,10 gram
918,10 gram
919,10 gram
920,10 gram
921,10 gram
922,10 gram
923,10 gram
924,10 gram
925,10 gram
926,10 gram
927,10 gram
928,10 gram
929,10 gram
930,10 gram
931,10 gram
932,10 gram
933,10 gram
934,10 gram
935,10 gram
936,10 gram
937,10 gram
938,10 gram
939,10 gram
940,10 gram
941,10 gram
942,10 gram
943,10 gram
944,10 gram
945,10 gram
946,10 gram
947,10 gram
948,10 gram
949,10 gram
950,10 gram
951,10 gram
952,10 gram
953,10 gram
954,10 gram
955,10 gram
956,10 gram
957,10 gram
958,10 gram
959,10 gram
960,10 gram
961,10 gram
962,10 gram
963,10 gram
964,10 gram
965,10 gram
966,10 gram
967,10 gram
968,10 gram
969,10 gram
970,10 gram
971,10 gram
972,10 gram
973,10 gram
974,10 gram
975,10 gram
976,10 gram
977,10 gram
978,10 gram
979,10 gram
980,10 gram
981,10 gram
982,10 gram
983,10 gram
984,10 gram
985,10 gram
986,10 gram
987,10 gram
988,10 gram
989,10 gram
990,10 gram
991,10 gram
992,10 gram
993,10 gram
994,10 gram
995,10 gram
996,10 gram
997,10 gram
998,10 gram
999,10 gram
1000,10 gram
1001,10 gram
1002,10 gram
1003,10 gram
1004,10 gram
1005,10 gram
1006,10 gram
1007,10 gram
1008,10 gram
1009,10 gram
1010,10 gram
1011,10 gram
1012,10 gram
1013,10 gram
1014,10 gram
1015,10 gram
1016,10 gram
1017,10 gram
1018,10 gram
1019,10 gram
1020,10 gram
1021,10 gram
1022,10 gram
1023,10 gram
1024,10 gram
1025,10 gram
1026,10 gram
1027,10 gram
1028,10 gram
1029,10 gram
1030,10 gram
1031,10 gram
1032,10 gram
1033,10 gram
1034,10 gram
1035,10 gram
1036,10 gram
1037,10 gram
1038,10 gram
1039,10 gram
1040,10 gram
1041,10 gram
1042,10 gram
1043,10 gram
1044,10 gram
1045,10 gram
1046,10 gram
1047,10 gram
1048,10 gram
1049,10 gram
1050,10 gram
1051,10 gram
1052,10 gram
1053,10 gram
1054,10 gram
1055,10 gram
1056,10 gram
1057,10 gram
1058,10 gram
1059,10 gram
1060,10 gram
1061,10 gram
1062,10 gram
1063,10 gram
1064,10 gram
1065,10 gram
1066,10 gram
1067,10 gram
1068,100 centimetre
1069,100 centimetre
1070,10 gram
1071,10 gram
1072,10 gram
1073,12.5 centimetre
1074,14 centimetre
1075,15 inch
1076,15 inch
1077,6.0 foot
1078,4.0 millimetre
1079,10 gram
1080,10 gram
1081,10 gram
1082,10 gram
1083,10 gram
1084,10 gram
1085,10 gram
1086,18.0 centimetre
1087,26 centimetre
1088,10 gram
1089,10 gram
1090,14 centimetre
1091,14 centimetre
1092,10 gram
1093,10 gram
1094,10 gram
1095,10 gram
1096,10 gram
1097,32 centimetre
1098,32 centimetre
1099,178 millimetre
1100,178 millimetre
1101,30.3 centimetre
1102,5.7 centimetre
1103,5.7 centimetre
1104,10 gram
1105,10 gram
1106,10 gram
1107,750.0 millimetre
1108,1.0 millimetre
1109,67 inch
1110,67 inch
1111,29 centimetre
1112,1.0 centimetre
1113,10 gram
1114,53 centimetre
1115,10 gram
1116,10 gram
1117,7 centimetre
1118,7 centimetre
1119,7 centimetre
1120,10 gram
1121,10 gram
1122,10 gram
1123,10 gram
1124,10 gram
1125,3 inch
1126,10 gram
1127,10 gram
1128,10 gram
1129,10 gram
1130,10 gram
1131,10 gram
1132,10 gram
1133,285.0 inch
1134,10 gram
1135,10 gram
1136,28 centimetre
1137,24 centimetre
1138,24 centimetre
1139,24 centimetre
1140,10 gram
1141,10 gram
1142,5.5 centimetre
1143,10 gram
1144,8.9 centimetre
1145,43 centimetre
1146,43 centimetre
1147,10 gram
1148,10 gram
1149,10 gram
1150,10 gram
1151,10 gram
1152,152 centimetre
1153,10 gram
1154,10 gram
1155,10 gram
1156,26 centimetre
1157,10 gram
1158,13 millimetre
1159,10 gram
1160,3 foot
1161,3 foot
1162,3 foot
1163,26 centimetre
1164,26 centimetre
1165,26 centimetre
1166,230.0 millimetre
1167,42 centimetre
1168,42 centimetre
1169,17 centimetre
1170,10 gram
1171,6.6 inch
1172,6.6 inch
1173,6.6 inch
1174,335.2 millimetre
1175,10 gram
1176,10 gram
1177,10 gram
1178,10 gram
1179,10 gram
1180,30.0 centimetre
1181,10 gram
1182,10 gram
1183,10 gram
1184,3.0 centimetre
1185,3.0 centimetre
1186,3.0 centimetre
1187,26.51 inch
1188,10 gram
1189,115 centimetre
1190,87 centimetre
1191,10 gram
1192,10 gram
1193,10 gram
1194,10 gram
1195,9.5 centimetre
1196,10 gram
1197,10 gram
1198,10 gram
1199,40.0 inch
1200,38 millimetre
1201,38 millimetre
1202,940.0 millimetre
1203,940.0 millimetre
1204,11 centimetre
1205,11 centimetre
1206,11 centimetre
1207,10 gram
1208,10 gram
1209,10 gram
1210,10 gram
1211,10 gram
1212,1.8 inch
1213,1.8 inch
1214,10 gram
1215,10 gram
1216,10 gram
1217,10 gram
1218,10 gram
1219,10 gram
1220,10 gram
1221,46 centimetre
1222,46 centimetre
1223,10 gram
1224,18.0 centimetre
1225,18.0 centimetre
1226,18.0 centimetre
1227,10 gram
1228,10 gram
1229,2.9 centimetre
1230,2.9 centimetre
1231,10 gram
1232,38 centimetre
1233,10.47 inch
1234,3.3 millimetre
1235,3.3 millimetre
1236,3.3 millimetre
1237,28.3 inch
1238,28.3 inch
1239,28.3 inch
1240,10 gram
1241,10 gram
1242,10 gram
1243,10 gram
1244,10 gram
1245,10 gram
1246,10 gram
1247,15 inch
1248,70 centimetre
1249,10 gram
1250,10 gram
1251,16.5 centimetre
1252,5.6 centimetre
1253,5.6 centimetre
1254,5.6 centimetre
1255,250 metre
1256,10 gram
1257,10 gram
1258,10 gram
1259,10 gram
1260,10 centimetre
1261,10 gram
1262,10 gram
1263,10 gram
1264,150.0 centimetre
1265,10 gram
1266,10 gram
1267,10 gram
1268,10 gram
1269,10 gram
1270,7 centimetre
1271,7 centimetre
1272,2.51 centimetre
1273,2.51 centimetre
1274,9 centimetre
1275,9 centimetre
1276,12.3 inch
1277,12.3 inch
1278,12.3 inch
1279,17 centimetre
1280,17 centimetre
1281,17 centimetre
1282,10 gram
1283,10 gram
1284,1.57 inch
1285,1.57 inch
1286,1.57 inch
1287,65.0 centimetre
1288,65.0 centimetre
1289,65.0 centimetre
1290,10 gram
1291,10 gram
1292,10 gram
1293,10 gram
1294,10 gram
1295,10 gram
1296,12.0 gram
1297,14.6 centimetre
1298,10 gram
1299,10 gram
1300,30 centimetre
1301,6.38 centimetre
1302,10 gram
1303,16.9 centimetre
1304,10 gram
1305,10 gram
1306,10 gram
1307,10 gram
1308,35 centimetre
1309,35 centimetre
1310,35 centimetre
1311,10 gram
1312,10 gram
1313,10 gram
1314,30.0 centimetre
1315,30.0 centimetre
1316,10 gram
1317,10 gram
1318,10 gram
1319,10 gram
1320,10 gram
1321,10 gram
1322,10 gram
1323,16.7 centimetre
1324,9 centimetre
1325,9 centimetre
1326,145 centimetre
1327,10 gram
1328,10 gram
1329,10 gram
1330,105 gram
1331,20 inch
1332,20 inch
1333,3.0 foot
1334,3.0 foot
1335,10 gram
1336,36 inch
1337,36 inch
1338,106 centimetre
1339,106 centimetre
1340,12 centimetre
1341,12 centimetre
1342,10 gram
1343,10 gram
1344,10 gram
1345,10 gram
1346,10 gram
1347,10 gram
1348,20.3 metre
1349,20.3 metre
1350,16.9 inch
1351,16.9 inch
1352,10 gram
1353,160 millimetre
1354,10 gram
1355,10 gram
1356,10 gram
1357,133.8 millimetre
1358,133.8 millimetre
1359,10 gram
1360,10 gram
1361,215 millimetre
1362,10 gram
1363,10 gram
1364,8.3 inch
1365,10 gram
1366,240 millimetre
1367,10 gram
1368,10 gram
1369,36.5 centimetre
1370,36.5 centimetre
1371,10 gram
1372,10 gram
1373,10 gram
1374,10 gram
1375,10 gram
1376,10 gram
1377,10 gram
1378,1500.0 millimetre
1379,1500.0 millimetre
1380,10 gram
1381,10 gram
1382,10 gram
1383,10 gram
1384,10 gram
1385,22 centimetre
1386,22 centimetre
1387,12 centimetre
1388,12 centimetre
1389,10 gram
1390,10 gram
1391,11.8 inch
1392,39.9 centimetre
1393,10 gram
1394,10 gram
1395,28 centimetre
1396,21 centimetre
1397,10 gram
1398,27.5 inch
1399,27.5 inch
1400,27.5 inch
1401,10 gram
1402,10 gram
1403,10 gram
1404,10 gram
1405,10 gram
1406,10 gram
1407,10 gram
1408,10 gram
1409,250.0 millilitre
1410,10 gram
1411,10 gram
1412,10 gram
1413,10 gram
1414,10 gram
1415,10 gram
1416,10 gram
1417,10 gram
1418,25 centimetre
1419,25 centimetre
1420,10 gram
1421,10 gram
1422,10 gram
1423,10 gram
1424,20.6 gram
1425,30.0 centimetre
1426,30.0 centimetre
1427,10 gram
1428,8 foot
1429,4 centimetre
1430,10 gram
1431,10 gram
1432,57 millimetre
1433,10 gram
1434,10 gram
1435,18 millimetre
1436,18 millimetre
1437,18 millimetre
1438,10 gram
1439,3193 inch
1440,22.0 centimetre
1441,10 gram
1442,10 gram
1443,42 centimetre
1444,42 centimetre
1445,6 foot
1446,10 gram
1447,10 gram
1448,10 gram
1449,9.2 centimetre
1450,9.2 centimetre
1451,26 centimetre
1452,26 centimetre
1453,26 centimetre
1454,36 inch
1455,36 inch
1456,10 gram
1457,10 gram
1458,10 gram
1459,10 gram
1460,10 gram
1461,10 gram
1462,10 gram
1463,4.09 inch
1464,4.09 inch
1465,10 gram
1466,10 gram
1467,10 gram
1468,150.0 centimetre
1469,150.0 centimetre
1470,10 gram
1471,10 gram
1472,10 gram
1473,75 centimetre
1474,10 gram
1475,10 gram
1476,10 gram
1477,17.7 inch
1478,79.0 centimetre
1479,79.0 centimetre
1480,38.0 centimetre
1481,65 centimetre
1482,7.9 centimetre
1483,7.9 centimetre
1484,7.9 centimetre
1485,230 centimetre
1486,10 gram
1487,194 millimetre
1488,107 centimetre
1489,10 gram
1490,10 gram
1491,10 gram
1492,10 gram
1493,60.0 centimetre
1494,60.0 centimetre
1495,60.0 centimetre
1496,7.5 centimetre
1497,10 gram
1498,10 gram
1499,10 gram
1500,10 gram
1501,10 gram
1502,10 gram
1503,10 gram
1504,10 gram
1505,68 centimetre
1506,38.0 inch
1507,38.0 inch
1508,8 centimetre
1509,10 gram
1510,10 gram
1511,102 centimetre
1512,42 centimetre
1513,33 centimetre
1514,31.5 inch
1515,31.5 inch
1516,10 gram
1517,140 millimetre
1518,10 gram
1519,42.0 centimetre
1520,37.0 centimetre
1521,45 centimetre
1522,10 gram
1523,14 centimetre
1524,10 gram
1525,10 gram
1526,105 centimetre
1527,105 centimetre
1528,105 centimetre
1529,10 gram
1530,10 gram
1531,10 gram
1532,10 gram
1533,10 gram
1534,128.0 millimetre
1535,10 gram
1536,10 gram
1537,10 gram
1538,10 gram
1539,10 gram
1540,20 inch
1541,20 inch
1542,20 inch
1543,10 gram
1544,10 gram
1545,10 gram
1546,64 millimetre
1547,64 millimetre
1548,64 millimetre
1549,23 centimetre
1550,23 centimetre
1551,18.5 centimetre
1552,18.5 centimetre
1553,9.2 inch
1554,9.2 inch
1555,9.2 inch
1556,10 gram
1557,10 gram
1558,90 centimetre
1559,10 gram
1560,10 gram
1561,10 gram
1562,10 gram
1563,10 gram
1564,82 inch
1565,55.0 millimetre
1566,55.0 millimetre
1567,5 inch
1568,220 metre
1569,220 metre
1570,1.8 inch
1571,1.8 inch
1572,6.0 foot
1573,10 gram
1574,570.0 centimetre
1575,10 gram
1576,10 gram
1577,10 gram
1578,10 gram
1579,10 gram
1580,10 gram
1581,10 gram
1582,20.0 centimetre
1583,10 centimetre
1584,10 centimetre
1585,10 centimetre
1586,5 centimetre
1587,5 centimetre
1588,5 centimetre
1589,3 inch
1590,10 gram
1591,180 centimetre
1592,180 centimetre
1593,18 centimetre
1594,18 centimetre
1595,10 gram
1596,34.5 centimetre
1597,5.5 centimetre
1598,5.5 centimetre
1599,5.5 centimetre
1600,29.5 inch
1601,29.5 inch
1602,10 gram
1603,14 centimetre
1604,16.0 centimetre
1605,10 gram
1606,7.87 inch
1607,7.87 inch
1608,10 gram
1609,10 gram
1610,10 gram
1611,10.5 centimetre
1612,10.5 centimetre
1613,10.5 centimetre
1614,21.5 centimetre
1615,21.5 centimetre
1616,10 gram
1617,4.7 inch
1618,4.7 inch
1619,10 gram
1620,10 gram
1621,10 gram
1622,195 millimetre
1623,195 millimetre
1624,10 gram
1625,18.0 centimetre
1626,18.0 centimetre
1627,10 gram
1628,10 gram
1629,10 gram
1630,10 gram
1631,10 gram
1632,11.0 centimetre
1633,10 gram
1634,90 inch
1635,90 inch
1636,100.0 metre
1637,10 gram
1638,10 gram
1639,7 metre
1640,10 gram
1641,10 gram
1642,520.0 millimetre
1643,128 millimetre
1644,10 gram
1645,10 gram
1646,37.1 centimetre
1647,37.1 centimetre
1648,10 gram
1649,10 gram
1650,18 inch
1651,18 inch
1652,18 inch
1653,21 centimetre
1654,21 centimetre
1655,0.2 inch
1656,0.2 inch
1657,17 inch
1658,17 inch
1659,36.0 centimetre
1660,10 gram
1661,10 gram
1662,3.34 metre
1663,3.34 metre
1664,3.34 metre
1665,10 gram
1666,85.5 millimetre
1667,85.5 millimetre
1668,10 gram
1669,10 gram
1670,10 gram
1671,10 gram
1672,10 gram
1673,10 gram
1674,10 gram
1675,10 gram
1676,152.0 millimetre
1677,152.0 millimetre
1678,10 gram
1679,10 gram
1680,10 gram
1681,9 centimetre
1682,10 gram
1683,10 gram
1684,10 gram
1685,6 centimetre
1686,6 centimetre
1687,6 centimetre
1688,10 gram
1689,10 gram
1690,18 millimetre
1691,18 millimetre
1692,10 gram
1693,3.74 inch
1694,4.8 inch
1695,10 gram
1696,10 gram
1697,30 centimetre
1698,183.0 centimetre
1699,183.0 centimetre
1700,10 gram
1701,10 gram
1702,8 inch
1703,8 inch
1704,178.0 centimetre
1705,10 gram
1706,10 gram
1707,38 centimetre
1708,52.0 centimetre
1709,52.0 centimetre
1710,10 gram
1711,10 gram
1712,10 gram
1713,90.55 inch
1714,10 gram
1715,10 gram
1716,10 gram
1717,42 centimetre
1718,50 centimetre
1719,10 gram
1720,10 gram
1721,30 centimetre
1722,30 centimetre
1723,7.0 centimetre
1724,7.0 centimetre
1725,36 foot
1726,10 gram
1727,181 centimetre
1728,10 gram
1729,10 gram
1730,10 gram
1731,10 gram
1732,10 gram
1733,10 gram
1734,12.2 centimetre
1735,12.2 centimetre
