index, prediction
120,49.0 centimetre
121,49.0 centimetre
122,10 gram
123,10 gram
124,10 gram
125,18 centimetre
126,31.4 centimetre
127,10 gram
128,15.0 centimetre
129,15.0 centimetre
130,15.0 centimetre
131,300 centimetre
132,17.7 inch
133,17.7 inch
134,17.7 inch
135,10 gram
136,10 gram
137,10 gram
138,10 gram
139,10 gram
140,1.4 centimetre
141,78.0 centimetre
142,10 gram
143,10 gram
144,0.6 centimetre
145,8.0 inch
146,83 millimetre
147,83 millimetre
148,6.0 foot
149,6.0 foot
150,29.5 centimetre
151,21 centimetre
152,21 centimetre
153,10 gram
154,10 gram
155,10 gram
156,10 gram
157,10 gram
158,9.1 inch
159,9.1 inch
160,10 gram
161,10 gram
162,10 gram
163,10 gram
164,10 gram
165,10 gram
166,10 gram
167,10 gram
168,10 gram
169,30 centimetre
170,30 centimetre
171,10 gram
172,26 centimetre
173,26 centimetre
174,10 gram
175,10 gram
176,10.5 centimetre
177,10 gram
178,10 gram
179,10 gram
180,10 gram
181,10 gram
182,10 gram
183,153 centimetre
184,153 centimetre
185,153 centimetre
186,76 centimetre
187,76 centimetre
188,50 centimetre
189,152 centimetre
190,10 gram
191,10 gram
192,21.8 centimetre
193,21.8 centimetre
194,10 gram
195,10 gram
196,10 gram
197,35.0 centimetre
198,3.9 centimetre
199,3.9 centimetre
200,98 millimetre
201,53 centimetre
202,53 centimetre
203,10 gram
204,10 gram
205,10 gram
206,10 gram
207,84 centimetre
208,10 gram
209,10 gram
210,10 gram
211,30 centimetre
212,30 centimetre
213,10 gram
214,10 gram
215,10 gram
216,10 gram
217,10 gram
218,10 gram
219,10 gram
220,10 gram
221,17 centimetre
222,17 centimetre
223,26 inch
224,10 gram
225,5 centimetre
226,5 centimetre
227,5 centimetre
228,10 gram
229,10 centimetre
230,10 centimetre
231,10 gram
232,10 gram
233,120.0 centimetre
234,120.0 centimetre
235,120.0 centimetre
236,10 gram
237,10 gram
238,26 centimetre
239,26 centimetre
240,26 centimetre
241,10 gram
242,1.9 centimetre
243,210 centimetre
244,210 centimetre
245,10 gram
246,10 gram
247,10 gram
248,10 gram
249,80 centimetre
250,36 centimetre
251,36 centimetre
252,36 centimetre
253,10 gram
254,10 gram
255,90.0 centimetre
256,90.0 centimetre
257,90.0 centimetre
258,10 gram
259,10 gram
260,10 gram
261,10 gram
262,26 centimetre
263,26 centimetre
264,26 centimetre
265,6.4 inch
266,10 gram
267,10 gram
268,10 gram
269,10 gram
270,162.0 centimetre
271,10 gram
272,10 gram
273,10 gram
274,10 gram
275,10 gram
276,10 gram
277,10 gram
278,10 gram
279,3.7 ounce
280,22.8 centimetre
281,22.8 centimetre
282,22.8 centimetre
283,80 centimetre
284,10 gram
285,10 gram
286,10 gram
287,130 millimetre
288,130 millimetre
289,10 gram
290,1968.5 inch
291,114.0 millimetre
292,114.0 millimetre
293,72 inch
294,72 inch
295,10 gram
296,10 gram
297,345 millimetre
298,10.5 centimetre
299,10 gram
300,62.0 gram
301,220.0 millimetre
302,10 gram
303,10 gram
304,10 gram
305,15 centimetre
306,12 millimetre
307,2.48 centimetre
308,2.48 centimetre
309,10 gram
310,210.0 centimetre
311,210.0 centimetre
312,10 gram
313,10 gram
314,10 gram
315,10 gram
316,10 gram
317,118.0 centimetre
318,8 centimetre
319,10 gram
320,10 gram
321,10 gram
322,10 gram
323,10 gram
324,160 centimetre
325,160 centimetre
326,10 centimetre
327,10 centimetre
328,10 gram
329,10 gram
330,10 gram
331,10 gram
332,10 gram
333,215 centimetre
334,10 gram
335,10 gram
336,40 millimetre
337,72 centimetre
338,72 centimetre
339,21 centimetre
340,10 gram
341,41.0 volt
342,13 centimetre
343,110.0 gram
344,10 gram
345,10 gram
346,10 gram
347,122.0 centimetre
348,10 centimetre
349,3.54 inch
350,3.54 inch
351,11.2 centimetre
352,10 gram
353,10 gram
354,10 gram
355,10 gram
356,100 millimetre
357,32 centimetre
358,0.01 gram
359,10 gram
360,20 centimetre
361,350 centimetre
362,350 centimetre
363,350 centimetre
364,10 gram
365,10 gram
366,10 gram
367,36.0 inch
368,36.0 inch
369,10 gram
370,13 millimetre
371,10 gram
372,10 gram
373,10 gram
374,40.0 inch
375,40.0 inch
376,10 gram
377,7.5 inch
378,7.5 inch
379,15 centimetre
380,14 centimetre
381,14 centimetre
382,31.2 centimetre
383,31.2 centimetre
384,7 centimetre
385,7 centimetre
386,950.0 metre
387,950.0 metre
388,10 gram
389,25.5 centimetre
390,25.5 centimetre
391,10 gram
392,10 gram
393,30 centimetre
394,30 centimetre
395,10 gram
396,10 gram
397,10 gram
398,10 gram
399,140 centimetre
400,10 gram
401,10 gram
402,10 gram
403,10 gram
404,10 gram
405,10 gram
406,10 gram
407,10 gram
408,1146.0 inch
409,1146.0 inch
410,10 gram
411,10 gram
412,10 gram
413,10 gram
414,17.6 centimetre
415,10 gram
416,19 centimetre
417,19 centimetre
418,40 centimetre
419,40 centimetre
420,17.0 centimetre
421,413 inch
422,10 gram
423,10 gram
424,10 gram
425,10 gram
426,10 gram
427,10 gram
428,10 gram
429,10 gram
430,10 gram
431,10 gram
432,10 gram
433,10 gram
434,10 gram
435,135 centimetre
436,60.0 centimetre
437,5.0 inch
438,10 gram
439,10 gram
440,10 gram
441,10 centimetre
442,10 centimetre
443,400 millimetre
444,10 gram
445,10 gram
446,10 gram
447,10 gram
448,10 gram
449,22 centimetre
450,67 centimetre
451,10 gram
452,10 gram
453,11 inch
454,11 inch
455,10 gram
456,10 gram
457,28.0 centimetre
458,28.0 centimetre
459,5 inch
460,10 gram
461,10 gram
462,10 gram
463,92.0 centimetre
464,92.0 centimetre
465,96.0 millimetre
466,96.0 millimetre
467,96.0 millimetre
468,10 gram
469,245 metre
470,10 gram
471,10 gram
472,10 gram
473,10 gram
474,10 gram
475,10 gram
476,10 gram
477,27 centimetre
478,27 centimetre
479,13.0 inch
480,7.5 centimetre
481,10 gram
482,10 gram
483,10 gram
484,1.0 centimetre
485,1.0 centimetre
486,10 gram
487,10 gram
488,10 gram
489,10 gram
490,10 gram
491,10 gram
492,7 inch
493,9.0 centimetre
494,9.0 centimetre
495,200.0 gram
496,120.0 centimetre
497,120.0 centimetre
498,10 gram
499,112.0 millimetre
500,10 gram
501,9.5 centimetre
502,3.0 foot
503,3.0 foot
504,3.0 foot
505,150.0 gram
506,30 millimetre
507,21 centimetre
508,21 centimetre
509,10 gram
510,8.27 millimetre
511,8.27 millimetre
512,10 gram
513,10 gram
514,13 centimetre
515,13 centimetre
516,10 gram
517,10 gram
518,121.0 millimetre
519,121.0 millimetre
520,13 centimetre
521,13 centimetre
522,22 centimetre
523,10 gram
524,10 gram
525,13.5 centimetre
526,13.5 centimetre
527,6.0 foot
528,10 gram
529,10 gram
530,10 gram
531,10 gram
532,26.5 centimetre
533,11.0 metre
534,11.0 metre
535,80 centimetre
536,10 gram
537,10 gram
538,10 gram
539,7.0 centimetre
540,7.0 centimetre
541,17.5 inch
542,17.5 inch
543,1.0 centimetre
544,1.0 centimetre
545,150 centimetre
546,10 gram
547,10 gram
548,70 centimetre
549,54.0 inch
550,10 gram
551,10 gram
552,25 millimetre
553,25 millimetre
554,25 millimetre
555,10 gram
556,10 gram
557,86.0 millimetre
558,10 gram
559,10 gram
560,10 gram
561,1067.0 centimetre
562,3.1 centimetre
563,3.1 centimetre
564,10 gram
565,41 inch
566,10 gram
567,10 gram
568,495.3 centimetre
569,10 gram
570,42 centimetre
571,18 inch
572,18 inch
573,24.0 metre
574,10 gram
575,10 gram
576,10 gram
577,10 gram
578,10 gram
579,10 gram
580,10 gram
581,6.0 centimetre
582,16.9 inch
583,16.9 inch
584,16.9 inch
585,10 gram
586,19.5 centimetre
587,185 millimetre
588,260 millimetre
589,10 gram
590,24 millimetre
591,42 centimetre
592,1.75 inch
593,1.75 inch
594,10 gram
595,10 gram
596,10 gram
597,10 gram
598,72.0 centimetre
599,48 centimetre
600,6.0 inch
601,6.0 inch
602,10 gram
603,10 gram
604,5.9 centimetre
605,5.9 centimetre
606,10 gram
607,10 gram
608,453 centimetre
609,10 gram
610,10 gram
611,25 centimetre
612,939 centimetre
613,740.0 millimetre
614,10 gram
615,10 gram
616,84 centimetre
617,10 gram
618,10 gram
619,137 millimetre
620,137 millimetre
621,10 gram
622,10 gram
623,10 gram
624,10 gram
625,10 gram
626,5.8 centimetre
627,10 gram
628,10 gram
629,1.0 foot
630,54 centimetre
631,10 gram
632,10 gram
633,1.7 inch
634,1.7 inch
635,1.7 inch
636,9.0 centimetre
637,9.0 centimetre
638,150 millimetre
639,150 millimetre
640,150 millimetre
641,10 gram
642,22 inch
643,120 centimetre
644,41 centimetre
645,41 centimetre
646,41 centimetre
647,10 gram
648,10 gram
649,10 gram
650,10 gram
651,10 gram
652,10 gram
653,10 gram
654,10 gram
655,10 gram
656,10 gram
657,10 gram
658,10 gram
659,10 gram
660,10 gram
661,10 gram
662,10 gram
663,10 gram
664,10 gram
665,10 gram
666,10 gram
667,10 gram
668,10 gram
669,10 gram
670,10 gram
671,10 gram
672,10 gram
673,10 gram
674,10 gram
675,10 gram
676,10 gram
677,10 gram
678,10 gram
679,10 gram
680,10 gram
681,10 gram
682,10 gram
683,10 gram
684,10 gram
685,10 gram
686,10 gram
687,10 gram
688,10 gram
689,10 gram
690,10 gram
691,10 gram
692,10 gram
693,10 gram
694,10 gram
695,10 gram
696,10 gram
697,10 gram
698,10 gram
699,10 gram
700,10 gram
701,10 gram
702,10 gram
703,10 gram
704,10 gram
705,10 gram
706,10 gram
707,10 gram
708,10 gram
709,10 gram
710,10 gram
711,10 gram
712,10 gram
713,10 gram
714,10 gram
715,10 gram
716,10 gram
717,10 gram
718,10 gram
719,10 gram
720,10 gram
721,10 gram
722,10 gram
723,10 gram
724,10 gram
725,10 gram
726,10 gram
727,10 gram
728,10 gram
729,10 gram
730,10 gram
731,10 gram
732,10 gram
733,10 gram
734,10 gram
735,10 gram
736,10 gram
737,10 gram
738,10 gram
739,10 gram
740,10 gram
741,10 gram
742,10 gram
743,10 gram
744,10 gram
745,10 gram
746,10 gram
747,10 gram
748,10 gram
749,10 gram
750,10 gram
751,10 gram
752,10 gram
753,10 gram
754,10 gram
755,10 gram
756,10 gram
757,10 gram
758,10 gram
759,10 gram
760,10 gram
761,10 gram
762,10 gram
763,10 gram
764,10 gram
765,10 gram
766,10 gram
767,10 gram
768,10 gram
769,10 gram
770,10 gram
771,10 gram
772,10 gram
773,10 gram
774,10 gram
775,10 gram
776,10 gram
777,10 gram
778,10 gram
779,10 gram
780,10 gram
781,10 gram
782,10 gram
783,10 gram
784,10 gram
785,10 gram
786,10 gram
787,10 gram
788,10 gram
789,10 gram
790,10 gram
791,10 gram
792,10 gram
793,10 gram
794,10 gram
795,10 gram
796,10 gram
797,10 gram
798,10 gram
799,10 gram
800,10 gram
801,10 gram
802,10 gram
803,10 gram
804,10 gram
805,10 gram
806,10 gram
807,10 gram
808,10 gram
809,10 gram
810,10 gram
811,10 gram
812,10 gram
813,10 gram
814,10 gram
815,10 gram
816,10 gram
817,10 gram
818,10 gram
819,10 gram
820,10 gram
821,10 gram
822,10 gram
823,10 gram
824,10 gram
825,10 gram
826,10 gram
827,10 gram
828,10 gram
829,10 gram
830,10 gram
831,10 gram
832,10 gram
833,10 gram
834,10 gram
835,10 gram
836,10 gram
837,10 gram
838,10 gram
839,10 gram
840,10 gram
841,10 gram
842,10 gram
843,10 gram
844,10 gram
845,10 gram
846,10 gram
847,10 gram
848,10 gram
849,10 gram
850,10 gram
851,10 gram
852,10 gram
853,10 gram
854,10 gram
855,10 gram
856,10 gram
857,10 gram
858,10 gram
859,10 gram
860,10 gram
861,10 gram
862,10 gram
863,10 gram
864,10 gram
865,10 gram
866,10 gram
867,10 gram
868,10 gram
869,10 gram
870,10 gram
871,10 gram
872,10 gram
873,10 gram
874,10 gram
875,10 gram
876,10 gram
877,10 gram
878,10 gram
879,10 gram
880,10 gram
881,10 gram
882,10 gram
883,10 gram
884,10 gram
885,10 gram
886,10 gram
887,10 gram
888,10 gram
889,10 gram
890,10 gram
891,10 gram
892,10 gram
893,10 gram
894,10 gram
895,10 gram
896,10 gram
897,10 gram
898,10 gram
899,10 gram
900,10 gram
901,10 gram
902,10 gram
903,10 gram
904,10 gram
905,10 gram
906,10 gram
907,10 gram
908,10 gram
909,10 gram
910,10 gram
911,10 gram
912,10 gram
913,10 gram
914,10 gram
915,10 gram
916,10 gram
917,10 gram
918,10 gram
919,10 gram
920,10 gram
921,10 gram
922,10 gram
923,10 gram
924,10 gram
925,10 gram
926,10 gram
927,10 gram
928,10 gram
929,10 gram
930,10 gram
931,10 gram
932,10 gram
933,10 gram
934,10 gram
935,10 gram
936,10 gram
937,10 gram
938,10 gram
939,10 gram
940,10 gram
941,10 gram
942,10 gram
943,10 gram
944,10 gram
945,10 gram
946,10 gram
947,10 gram
948,10 gram
949,10 gram
950,10 gram
951,10 gram
952,10 gram
953,10 gram
954,10 gram
955,10 gram
956,10 gram
957,10 gram
958,10 gram
959,10 gram
960,10 gram
961,10 gram
962,10 gram
963,10 gram
964,10 gram
965,10 gram
966,10 gram
967,10 gram
968,10 gram
969,10 gram
970,10 gram
971,10 gram
972,10 gram
973,10 gram
974,10 gram
975,10 gram
976,10 gram
977,10 gram
978,10 gram
979,10 gram
980,10 gram
981,10 gram
982,10 gram
983,10 gram
984,10 gram
985,10 gram
986,10 gram
987,10 gram
988,10 gram
989,10 gram
990,10 gram
991,10 gram
992,10 gram
993,10 gram
994,10 gram
995,10 gram
996,10 gram
997,10 gram
998,10 gram
999,10 gram
1000,10 gram
1001,10 gram
1002,10 gram
1003,10 gram
1004,10 gram
1005,10 gram
1006,10 gram
1007,10 gram
1008,10 gram
1009,10 gram
1010,10 gram
1011,10 gram
1012,10 gram
1013,10 gram
1014,10 gram
1015,10 gram
1016,10 gram
1017,10 gram
1018,10 gram
1019,10 gram
1020,10 gram
1021,10 gram
1022,10 gram
1023,10 gram
1024,10 gram
1025,10 gram
1026,10 gram
1027,10 gram
1028,10 gram
1029,10 gram
1030,10 gram
1031,10 gram
1032,10 gram
1033,10 gram
1034,10 gram
1035,10 gram
1036,10 gram
1037,10 gram
1038,10 gram
1039,10 gram
1040,10 gram
1041,10 gram
1042,10 gram
1043,10 gram
1044,10 gram
1045,10 gram
1046,10 gram
1047,10 gram
1048,10 gram
1049,10 gram
1050,10 gram
1051,10 gram
1052,10 gram
1053,10 gram
1054,10 gram
1055,10 gram
1056,10 gram
1057,10 gram
1058,10 gram
1059,10 gram
1060,10 gram
1061,10 gram
1062,10 gram
1063,10 gram
1064,10 gram
1065,10 gram
1066,10 gram
1067,10 gram
1068,10 gram
1069,10 gram
1070,10 gram
1071,10 gram
1072,10 gram
1073,10 gram
1074,10 gram
1075,10 gram
1076,10 gram
1077,10 gram
1078,10 gram
1079,10 gram
1080,10 gram
1081,10 gram
1082,10 gram
1083,10 gram
1084,10 gram
1085,10 gram
1086,10 gram
1087,10 gram
1088,10 gram
1089,10 gram
1090,10 gram
1091,10 gram
1092,10 gram
1093,10 gram
1094,10 gram
1095,10 gram
1096,10 gram
1097,10 gram
1098,10 gram
1099,10 gram
1100,10 gram
1101,10 gram
1102,10 gram
1103,10 gram
1104,10 gram
1105,10 gram
1106,10 gram
1107,10 gram
1108,10 gram
1109,10 gram
1110,10 gram
1111,10 gram
1112,10 gram
1113,10 gram
1114,10 gram
1115,10 gram
1116,10 gram
1117,10 gram
1118,10 gram
1119,10 gram
1120,10 gram
1121,10 gram
1122,10 gram
1123,10 gram
1124,10 gram
1125,10 gram
1126,10 gram
1127,10 gram
1128,10 gram
1129,10 gram
1130,10 gram
1131,10 gram
1132,10 gram
1133,10 gram
1134,10 gram
1135,10 gram
1136,10 gram
1137,10 gram
1138,10 gram
1139,10 gram
1140,10 gram
1141,10 gram
1142,10 gram
1143,10 gram
1144,10 gram
1145,10 gram
1146,10 gram
1147,10 gram
1148,10 gram
1149,10 gram
1150,10 gram
1151,10 gram
1152,10 gram
1153,10 gram
1154,10 gram
1155,10 gram
1156,10 gram
1157,10 gram
1158,10 gram
1159,10 gram
1160,10 gram
1161,10 gram
1162,10 gram
1163,10 gram
1164,10 gram
1165,10 gram
1166,10 gram
1167,10 gram
1168,10 gram
1169,10 gram
1170,10 gram
1171,10 gram
1172,10 gram
1173,10 gram
1174,10 gram
1175,10 gram
1176,10 gram
1177,10 gram
1178,10 gram
1179,10 gram
1180,10 gram
1181,10 gram
1182,10 gram
1183,10 gram
1184,10 gram
1185,10 gram
1186,10 gram
1187,10 gram
1188,10 gram
1189,10 gram
1190,10 gram
1191,10 gram
1192,10 gram
1193,10 gram
1194,10 gram
1195,10 gram
1196,10 gram
1197,10 gram
1198,10 gram
1199,10 gram
1200,10 gram
1201,10 gram
1202,10 gram
1203,10 gram
1204,10 gram
1205,10 gram
1206,10 gram
1207,10 gram
1208,10 gram
1209,10 gram
1210,10 gram
1211,10 gram
1212,10 gram
1213,10 gram
1214,10 gram
1215,10 gram
1216,10 gram
1217,10 gram
1218,10 gram
1219,10 gram
1220,10 gram
1221,10 gram
1222,10 gram
1223,10 gram
1224,10 gram
1225,10 gram
1226,10 gram
1227,10 gram
1228,10 gram
1229,10 gram
1230,10 gram
1231,10 gram
1232,10 gram
1233,10 gram
1234,10 gram
1235,10 gram
1236,10 gram
1237,10 gram
1238,10 gram
1239,10 gram
1240,10 gram
1241,10 gram
1242,10 gram
1243,10 gram
1244,10 gram
1245,10 gram
1246,10 gram
1247,10 gram
1248,10 gram
1249,10 gram
1250,10 gram
1251,10 gram
1252,10 gram
1253,10 gram
1254,10 gram
1255,10 gram
1256,10 gram
1257,10 gram
1258,10 gram
1259,10 gram
1260,10 gram
1261,10 gram
1262,10 gram
1263,10 gram
1264,10 gram
1265,10 gram
1266,10 gram
1267,10 gram
1268,10 gram
1269,10 gram
1270,10 gram
1271,10 gram
1272,10 gram
1273,10 gram
1274,10 gram
1275,10 gram
1276,10 gram
1277,10 gram
1278,10 gram
1279,10 gram
1280,10 gram
1281,10 gram
1282,10 gram
1283,10 gram
1284,10 gram
1285,10 gram
1286,10 gram
1287,10 gram
1288,10 gram
1289,10 gram
1290,10 gram
1291,10 gram
1292,10 gram
1293,10 gram
1294,10 gram
1295,10 gram
1296,10 gram
1297,10 gram
1298,10 gram
1299,10 gram
1300,10 gram
1301,10 gram
1302,10 gram
1303,10 gram
1304,10 gram
1305,10 gram
1306,10 gram
1307,10 gram
1308,10 gram
1309,10 gram
1310,10 gram
1311,10 gram
1312,10 gram
1313,10 gram
1314,10 gram
1315,10 gram
1316,10 gram
1317,10 gram
1318,10 gram
1319,10 gram
1320,10 gram
1321,10 gram
1322,10 gram
1323,10 gram
1324,10 gram
1325,10 gram
1326,10 gram
1327,10 gram
1328,10 gram
1329,10 gram
1330,10 gram
1331,10 gram
1332,10 gram
1333,10 gram
1334,10 gram
1335,10 gram
1336,10 gram
1337,10 gram
1338,10 gram
1339,10 gram
1340,10 gram
1341,10 gram
1342,10 gram
1343,10 gram
1344,10 gram
1345,10 gram
1346,10 gram
1347,10 gram
1348,10 gram
1349,10 gram
1350,10 gram
1351,10 gram
1352,10 gram
1353,10 gram
1354,10 gram
1355,10 gram
1356,10 gram
1357,10 gram
1358,10 gram
1359,10 gram
1360,10 gram
1361,10 gram
1362,10 gram
1363,10 gram
1364,10 gram
1365,10 gram
1366,10 gram
1367,10 gram
1368,10 gram
1369,10 gram
1370,10 gram
1371,10 gram
1372,10 gram
1373,10 gram
1374,10 gram
1375,10 gram
1376,10 gram
1377,10 gram
1378,10 gram
1379,10 gram
1380,10 gram
1381,10 gram
1382,10 gram
1383,10 gram
1384,10 gram
1385,10 gram
1386,10 gram
1387,10 gram
1388,10 gram
1389,10 gram
1390,10 gram
1391,10 gram
1392,10 gram
1393,10 gram
1394,10 gram
1395,10 gram
1396,10 gram
1397,10 gram
1398,10 gram
1399,10 gram
1400,10 gram
1401,10 gram
1402,10 gram
1403,10 gram
1404,10 gram
1405,10 gram
1406,10 gram
1407,10 gram
1408,10 gram
1409,10 gram
1410,10 gram
1411,10 gram
1412,10 gram
1413,10 gram
1414,10 gram
1415,10 gram
1416,10 gram
1417,10 gram
1418,10 gram
1419,10 gram
1420,10 gram
1421,10 gram
1422,10 gram
1423,10 gram
1424,10 gram
1425,10 gram
1426,10 gram
1427,10 gram
1428,10 gram
1429,10 gram
1430,10 gram
1431,10 gram
1432,10 gram
1433,10 gram
1434,10 gram
1435,10 gram
1436,10 gram
1437,10 gram
1438,10 gram
1439,10 gram
1440,10 gram
1441,10 gram
1442,10 gram
1443,10 gram
1444,10 gram
1445,10 gram
1446,10 gram
1447,7 centimetre
1448,10 gram
1449,10 gram
1450,10 gram
1451,10 gram
1452,49 inch
1453,31.5 centimetre
1454,10 gram
1455,2.5 centimetre
1456,2.5 centimetre
1457,2.5 centimetre
1458,2.4 gram
1459,121 millimetre
1460,121 millimetre
1461,10 gram
1462,13.0 centimetre
1463,13.0 centimetre
1464,10 gram
1465,10 gram
1466,24 centimetre
1467,24 centimetre
1468,10 gram
1469,10 gram
1470,10 gram
1471,10 gram
1472,3.5 centimetre
1473,3.5 centimetre
1474,14.0 inch
1475,2.01 inch
1476,2.01 inch
1477,350 millimetre
1478,350 millimetre
1479,10 gram
1480,10 gram
1481,10 gram
1482,10 gram
1483,31 centimetre
1484,31 centimetre
1485,539 centimetre
1486,5.7 inch
1487,10 gram
1488,10 gram
1489,300 centimetre
1490,10 gram
1491,10 gram
1492,10 gram
1493,10 gram
1494,10 gram
1495,10 gram
1496,10 gram
1497,10 gram
1498,10 gram
1499,19.8 centimetre
1500,19.8 centimetre
1501,93 centimetre
1502,40 centimetre
1503,40 centimetre
1504,10 gram
1505,10 gram
1506,10 gram
1507,11.8 inch
1508,10 gram
1509,10 gram
1510,10 gram
1511,10 gram
1512,25 millimetre
1513,90 centimetre
1514,90 centimetre
1515,10 gram
1516,10 gram
1517,8.27 inch
1518,8.27 inch
1519,10 gram
1520,10 gram
1521,441.0 gram
1522,40 centimetre
1523,40 centimetre
1524,76 inch
1525,10 gram
1526,26 centimetre
1527,10 gram
1528,9 centimetre
1529,9 centimetre
1530,9 centimetre
1531,7.5 centimetre
1532,10 gram
1533,10 gram
1534,75.0 millimetre
1535,75.0 millimetre
1536,10 gram
1537,10 gram
1538,20.5 centimetre
1539,82.0 centimetre
1540,10 gram
1541,10 gram
1542,56 centimetre
1543,56 centimetre
1544,17 centimetre
1545,1000 metre
1546,1000 metre
1547,10 gram
1548,10 gram
1549,156.0 centimetre
1550,156.0 centimetre
1551,40 centimetre
1552,10 gram
1553,10 gram
1554,10 gram
1555,10 gram
1556,9.8 inch
1557,10 gram
1558,7 centimetre
1559,7 centimetre
1560,7 centimetre
1561,460 millimetre
1562,10 gram
1563,33.5 millimetre
1564,22.5 centimetre
1565,22.5 centimetre
1566,20 centimetre
1567,20 centimetre
1568,20 centimetre
1569,16.0 foot
1570,16.0 foot
1571,20 centimetre
1572,20 centimetre
1573,20 centimetre
1574,10 gram
1575,10 gram
1576,10 gram
1577,10 gram
1578,100 centimetre
1579,100 centimetre
1580,10 gram
1581,10 gram
1582,48.5 inch
1583,12.5 centimetre
1584,12.5 centimetre
1585,10 gram
1586,10 gram
1587,10 gram
1588,5.6 centimetre
1589,5.6 centimetre
1590,10 gram
1591,23 centimetre
1592,10 gram
1593,10 gram
1594,10 gram
1595,25 centimetre
1596,25 centimetre
1597,17 centimetre
1598,914.0 millimetre
1599,914.0 millimetre
1600,10 gram
1601,28 centimetre
1602,28 centimetre
1603,20 ounce
1604,34 gram
1605,10 gram
1606,10 gram
1607,10 gram
1608,10 gram
1609,10 gram
1610,58.5 centimetre
1611,58.5 centimetre
1612,10 gram
1613,10 gram
1614,20.6 millimetre
1615,20.6 millimetre
1616,31 centimetre
1617,35 millimetre
1618,10 gram
1619,10 gram
1620,10 gram
1621,10 gram
1622,18 centimetre
1623,30 inch
1624,10 gram
1625,10 gram
1626,10 gram
1627,10 gram
1628,10 gram
1629,74.9 inch
1630,74.9 inch
1631,10 gram
1632,10 gram
1633,10 gram
1634,10 gram
1635,10 gram
1636,60 centimetre
1637,60 centimetre
1638,13 centimetre
1639,13 centimetre
1640,4.8 centimetre
1641,4.8 centimetre
1642,10 gram
1643,10 gram
1644,10 gram
1645,10 gram
1646,10 gram
1647,20 centimetre
1648,820 millimetre
1649,10 gram
1650,10 gram
1651,10 gram
1652,10 gram
1653,10 gram
1654,10 gram
1655,3.94 inch
1656,10 gram
1657,10 gram
1658,10 gram
1659,10 gram
1660,10 gram
1661,40 centimetre
1662,40 centimetre
1663,10 gram
1664,20 centimetre
1665,20 centimetre
1666,10 gram
1667,10 gram
1668,10 gram
1669,10 gram
1670,110 millimetre
1671,110 millimetre
1672,15 millimetre
1673,6.3 inch
1674,10 gram
1675,124 centimetre
1676,124 centimetre
1677,10 gram
1678,93 centimetre
1679,1.25 pound
1680,5.52 inch
1681,28 centimetre
1682,28 centimetre
1683,24 centimetre
1684,24 centimetre
1685,27.2 gram
1686,46.5 centimetre
1687,46.5 centimetre
1688,46.5 centimetre
1689,10 gram
1690,10 gram
1691,10 gram
1692,10 gram
1693,10 gram
1694,10 gram
1695,10 gram
1696,16 centimetre
1697,16 centimetre
1698,16 centimetre
1699,5.0 centimetre
1700,5.0 centimetre
1701,10 gram
1702,10 gram
1703,10 gram
1704,10 gram
1705,10 gram
1706,10 gram
1707,10 gram
1708,110.4 millimetre
1709,120 centimetre
1710,5 centimetre
1711,5 centimetre
1712,5 centimetre
1713,10 gram
1714,10 gram
1715,150.0 metre
1716,57.0 millimetre
1717,57.0 millimetre
