index, prediction
199,10 gram
200,8 inch
201,8 inch
202,10 gram
203,11.9 inch
204,10 gram
205,10 gram
206,5.1 inch
207,5.1 inch
208,5.1 inch
209,10 gram
210,10 gram
211,10 gram
212,10 gram
213,10 gram
214,19.68 centimetre
215,19.68 centimetre
216,42 centimetre
217,42 centimetre
218,10 gram
219,10 gram
220,11.8 centimetre
221,22.0 centimetre
222,11.0 metre
223,10 gram
224,110.0 foot
225,11.8 foot
226,10 gram
227,10 gram
228,8.0 millimetre
229,8.0 millimetre
230,10 gram
231,10 gram
232,21.6 centimetre
233,21.6 centimetre
234,10 gram
235,74.0 centimetre
236,25 centimetre
237,25 centimetre
238,30 centimetre
239,30 centimetre
240,10 gram
241,10 gram
242,10.0 centimetre
243,10.0 centimetre
244,8 centimetre
245,10 gram
246,180 centimetre
247,180 centimetre
248,47 centimetre
249,15.5 centimetre
250,2.5 centimetre
251,2.5 centimetre
252,2.5 centimetre
253,48 inch
254,48 inch
255,10 gram
256,10 gram
257,10 gram
258,46.06 inch
259,46.06 inch
260,18 inch
261,18 inch
262,18 inch
263,46 millimetre
264,10 gram
265,40 centimetre
266,40 centimetre
267,18 millimetre
268,1.7 centimetre
269,1.7 centimetre
270,10 gram
271,19.57 inch
272,3 inch
273,3 inch
274,10 gram
275,10 gram
276,200 centimetre
277,200 centimetre
278,200 centimetre
279,10 gram
280,10 gram
281,10 gram
282,10 gram
283,450 centimetre
284,7.8 inch
285,110.0 inch
286,110.0 inch
287,110.0 inch
288,16.3 inch
289,16.3 inch
290,68.0 centimetre
291,5.5 pound
292,10 gram
293,215 millimetre
294,10 gram
295,6.3 inch
296,6.3 inch
297,3 centimetre
298,10 gram
299,10 gram
300,10 gram
301,30 inch
302,30 inch
303,10 centimetre
304,91.0 centimetre
305,91.0 centimetre
306,91.0 centimetre
307,10 gram
308,10 gram
309,10 gram
310,14.6 centimetre
311,91.01 centimetre
312,10 gram
313,1.0 centimetre
314,10 gram
315,10 gram
316,10 gram
317,10 gram
318,210.0 centimetre
319,10 gram
320,10 gram
321,10 gram
322,10 gram
323,10 gram
324,10 gram
325,10 gram
326,10 gram
327,10 gram
328,10 gram
329,10 gram
330,10 gram
331,10 gram
332,10 gram
333,10 gram
334,10 gram
335,10 gram
336,10 gram
337,10 gram
338,10 gram
339,10 gram
340,10 gram
341,10 gram
342,10 gram
343,10 gram
344,10 gram
345,10 gram
346,10 gram
347,10 gram
348,10 gram
349,10 gram
350,10 gram
351,10 gram
352,10 gram
353,10 gram
354,10 gram
355,10 gram
356,10 gram
357,10 gram
358,10 gram
359,10 gram
360,10 gram
361,10 gram
362,10 gram
363,10 gram
364,10 gram
365,10 gram
366,10 gram
367,10 gram
368,10 gram
369,10 gram
370,10 gram
371,10 gram
372,10 gram
373,10 gram
374,10 gram
375,10 gram
376,10 gram
377,10 gram
378,10 gram
379,10 gram
380,10 gram
381,10 gram
382,10 gram
383,10 gram
384,10 gram
385,10 gram
386,10 gram
387,10 gram
388,10 gram
389,10 gram
390,10 gram
391,10 gram
392,10 gram
393,10 gram
394,10 gram
395,10 gram
396,10 gram
397,10 gram
398,10 gram
399,10 gram
400,10 gram
401,10 gram
402,10 gram
403,10 gram
404,10 gram
405,10 gram
406,10 gram
407,10 gram
408,10 gram
409,10 gram
410,10 gram
411,10 gram
412,10 gram
413,10 gram
414,10 gram
415,10 gram
416,10 gram
417,10 gram
418,10 gram
419,10 gram
420,10 gram
421,10 gram
422,10 gram
423,10 gram
424,10 gram
425,10 gram
426,10 gram
427,10 gram
428,10 gram
429,10 gram
430,10 gram
431,10 gram
432,10 gram
433,10 gram
434,10 gram
435,10 gram
436,10 gram
437,10 gram
438,10 gram
439,10 gram
440,10 gram
441,10 gram
442,10 gram
443,10 gram
444,10 gram
445,10 gram
446,10 gram
447,10 gram
448,10 gram
449,10 gram
450,10 gram
451,10 gram
452,10 gram
453,10 gram
454,10 gram
455,10 gram
456,10 gram
457,10 gram
458,10 gram
459,10 gram
460,10 gram
461,10 gram
462,10 gram
463,10 gram
464,10 gram
465,10 gram
466,10 gram
467,10 gram
468,10 gram
469,10 gram
470,10 gram
471,10 gram
472,10 gram
473,10 gram
474,10 gram
475,10 gram
476,10 gram
477,10 gram
478,10 gram
479,10 gram
480,10 gram
481,10 gram
482,10 gram
483,10 gram
484,10 gram
485,10 gram
486,10 gram
487,10 gram
488,10 gram
489,10 gram
490,10 gram
491,10 gram
492,10 gram
493,10 gram
494,10 gram
495,10 gram
496,10 gram
497,10 gram
498,10 gram
499,10 gram
500,10 gram
501,10 gram
502,10 gram
503,10 gram
504,10 gram
505,10 gram
506,10 gram
507,10 gram
508,10 gram
509,10 gram
510,10 gram
511,10 gram
512,10 gram
513,10 gram
514,10 gram
515,10 gram
516,10 gram
517,10 gram
518,10 gram
519,10 gram
520,10 gram
521,10 gram
522,10 gram
523,10 gram
524,10 gram
525,10 gram
526,10 gram
527,10 gram
528,10 gram
529,10 gram
530,10 gram
531,10 gram
532,10 gram
533,10 gram
534,10 gram
535,10 gram
536,10 gram
537,10 gram
538,10 gram
539,10 gram
540,10 gram
541,10 gram
542,10 gram
543,10 gram
544,10 gram
545,10 gram
546,10 gram
547,10 gram
548,10 gram
549,10 gram
550,10 gram
551,10 gram
552,10 gram
553,10 gram
554,10 gram
555,10 gram
556,10 gram
557,10 gram
558,10 gram
559,10 gram
560,10 gram
561,10 gram
562,10 gram
563,10 gram
564,10 gram
565,10 gram
566,10 gram
567,10 gram
568,10 gram
569,10 gram
570,10 gram
571,10 gram
572,10 gram
573,10 gram
574,10 gram
575,10 gram
576,10 gram
577,10 gram
578,10 gram
579,10 gram
580,10 gram
581,10 gram
582,10 gram
583,10 gram
584,10 gram
585,10 gram
586,10 gram
587,10 gram
588,10 gram
589,10 gram
590,10 gram
591,10 gram
592,10 gram
593,10 gram
594,10 gram
595,10 gram
596,10 gram
597,10 gram
598,10 gram
599,10 gram
600,10 gram
601,10 gram
602,10 gram
603,10 gram
604,10 gram
605,10 gram
606,10 gram
607,10 gram
608,10 gram
609,10 gram
610,10 gram
611,10 gram
612,10 gram
613,10 gram
614,10 gram
615,10 gram
616,10 gram
617,10 gram
618,10 gram
619,10 gram
620,10 gram
621,10 gram
622,10 gram
623,10 gram
624,10 gram
625,10 gram
626,10 gram
627,10 gram
628,10 gram
629,10 gram
630,10 gram
631,10 gram
632,10 gram
633,10 gram
634,10 gram
635,10 gram
636,10 gram
637,10 gram
638,10 gram
639,10 gram
640,10 gram
641,10 gram
642,10 gram
643,10 gram
644,10 gram
645,10 gram
646,10 gram
647,10 gram
648,10 gram
649,10 gram
650,10 gram
651,10 gram
652,10 gram
653,10 gram
654,10 gram
655,10 gram
656,10 gram
657,10 gram
658,10 gram
659,10 gram
660,10 gram
661,10 gram
662,10 gram
663,10 gram
664,10 gram
665,10 gram
666,10 gram
667,10 gram
668,10 gram
669,10 gram
670,10 gram
671,10 gram
672,10 gram
673,10 gram
674,10 gram
675,10 gram
676,10 gram
677,10 gram
678,10 gram
679,10 gram
680,10 gram
681,10 gram
682,10 gram
683,10 gram
684,10 gram
685,10 gram
686,10 gram
687,10 gram
688,10 gram
689,10 gram
690,10 gram
691,10 gram
692,10 gram
693,10 gram
694,10 gram
695,10 gram
696,10 gram
697,10 gram
698,10 gram
699,10 gram
700,10 gram
701,10 gram
702,10 gram
703,10 gram
704,10 gram
705,10 gram
706,10 gram
707,10 gram
708,10 gram
709,10 gram
710,10 gram
711,10 gram
712,10 gram
713,10 gram
714,10 gram
715,10 gram
716,10 gram
717,10 gram
718,10 gram
719,10 gram
720,10 gram
721,10 gram
722,10 gram
723,10 gram
724,10 gram
725,10 gram
726,10 gram
727,10 gram
728,10 gram
729,10 gram
730,10 gram
731,10 gram
732,10 gram
733,10 gram
734,10 gram
735,10 gram
736,10 gram
737,10 gram
738,10 gram
739,10 gram
740,10 gram
741,10 gram
742,10 gram
743,10 gram
744,10 gram
745,10 gram
746,10 gram
747,10 gram
748,10 gram
749,10 gram
750,10 gram
751,10 gram
752,10 gram
753,10 gram
754,10 gram
755,10 gram
756,10 gram
757,10 gram
758,10 gram
759,10 gram
760,10 gram
761,10 gram
762,10 gram
763,10 gram
764,10 gram
765,10 gram
766,10 gram
767,10 gram
768,10 gram
769,10 gram
770,10 gram
771,10 gram
772,10 gram
773,10 gram
774,10 gram
775,10 gram
776,10 gram
777,10 gram
778,10 gram
779,10 gram
780,10 gram
781,10 gram
782,10 gram
783,10 gram
784,10 gram
785,10 gram
786,10 gram
787,10 gram
788,10 gram
789,10 gram
790,10 gram
791,10 gram
792,10 gram
793,10 gram
794,10 gram
795,10 gram
796,10 gram
797,10 gram
798,10 gram
799,10 gram
800,10 gram
801,10 gram
802,10 gram
803,10 gram
804,10 gram
805,10 gram
806,10 gram
807,10 gram
808,10 gram
809,10 gram
810,10 gram
811,10 gram
812,10 gram
813,10 gram
814,10 gram
815,10 gram
816,10 gram
817,10 gram
818,10 gram
819,10 gram
820,10 gram
821,10 gram
822,10 gram
823,10 gram
824,10 gram
825,10 gram
826,10 gram
827,10 gram
828,10 gram
829,10 gram
830,10 gram
831,10 gram
832,10 gram
833,10 gram
834,10 gram
835,10 gram
836,10 gram
837,10 gram
838,10 gram
839,10 gram
840,10 gram
841,10 gram
842,10 gram
843,10 gram
844,10 gram
845,10 gram
846,10 gram
847,10 gram
848,10 gram
849,10 gram
850,10 gram
851,10 gram
852,10 gram
853,10 gram
854,10 gram
855,10 gram
856,10 gram
857,10 gram
858,10 gram
859,10 gram
860,10 gram
861,10 gram
862,10 gram
863,10 gram
864,10 gram
865,10 gram
866,10 gram
867,10 gram
868,10 gram
869,10 gram
870,10 gram
871,10 gram
872,10 gram
873,10 gram
874,10 gram
875,10 gram
876,10 gram
877,10 gram
878,10 gram
879,10 gram
880,10 gram
881,10 gram
882,10 gram
883,10 gram
884,10 gram
885,10 gram
886,10 gram
887,10 gram
888,10 gram
889,10 gram
890,10 gram
891,10 gram
892,10 gram
893,10 gram
894,10 gram
895,10 gram
896,10 gram
897,10 gram
898,10 gram
899,10 gram
900,10 gram
901,10 gram
902,10 gram
903,10 gram
904,10 gram
905,10 gram
906,10 gram
907,10 gram
908,10 gram
909,10 gram
910,10 gram
911,10 gram
912,10 gram
913,10 gram
914,10 gram
915,10 gram
916,10 gram
917,10 gram
918,10 gram
919,10 gram
920,10 gram
921,10 gram
922,10 gram
923,10 gram
924,10 gram
925,10 gram
926,10 gram
927,10 gram
928,10 gram
929,10 gram
930,10 gram
931,10 gram
932,10 gram
933,10 gram
934,10 gram
935,10 gram
936,10 gram
937,10 gram
938,10 gram
939,10 gram
940,10 gram
941,10 gram
942,10 gram
943,10 gram
944,10 gram
945,10 gram
946,10 gram
947,10 gram
948,10 gram
949,10 gram
950,10 gram
951,10 gram
952,10 gram
953,10 gram
954,10 gram
955,10 gram
956,10 gram
957,10 gram
958,10 gram
959,10 gram
960,10 gram
961,10 gram
962,10 gram
963,10 gram
964,10 gram
965,10 gram
966,10 gram
967,10 gram
968,10 gram
969,10 gram
970,10 gram
971,10 gram
972,10 gram
973,10 gram
974,10 gram
975,10 gram
976,10 gram
977,10 gram
978,10 gram
979,10 gram
980,10 gram
981,10 gram
982,10 gram
983,10 gram
984,10 gram
985,10 gram
986,10 gram
987,10 gram
988,10 gram
989,10 gram
990,10 gram
991,10 gram
992,10 gram
993,10 gram
994,10 gram
995,10 gram
996,10 gram
997,10 gram
998,10 gram
999,10 gram
1000,10 gram
1001,10 gram
1002,10 gram
1003,10 gram
1004,10 gram
1005,10 gram
1006,10 gram
1007,10 gram
1008,10 gram
1009,10 gram
1010,10 gram
1011,10 gram
1012,10 gram
1013,10 gram
1014,10 gram
1015,10 gram
1016,10 gram
1017,10 gram
1018,10 gram
1019,10 gram
1020,10 gram
1021,10 gram
1022,10 gram
1023,10 gram
1024,10 gram
1025,10 gram
1026,10 gram
1027,10 gram
1028,10 gram
1029,10 gram
1030,10 gram
1031,10 gram
1032,10 gram
1033,10 gram
1034,10 gram
1035,10 gram
1036,10 gram
1037,10 gram
1038,10 gram
1039,10 gram
1040,10 gram
1041,10 gram
1042,10 gram
1043,10 gram
1044,10 gram
1045,10 gram
1046,10 gram
1047,10 gram
1048,10 gram
1049,10 gram
1050,10 gram
1051,10 gram
1052,10 gram
1053,10 gram
1054,10 gram
1055,10 gram
1056,10 gram
1057,10 gram
1058,10 gram
1059,10 gram
1060,10 gram
1061,10 gram
1062,10 gram
1063,10 gram
1064,10 gram
1065,10 gram
1066,10 gram
1067,10 gram
1068,10 gram
1069,10 gram
1070,10 gram
1071,10 gram
1072,10 gram
1073,10 gram
1074,10 gram
1075,10 gram
1076,10 gram
1077,10 gram
1078,10 gram
1079,10 gram
1080,10 gram
1081,10 gram
1082,10 gram
1083,10 gram
1084,10 gram
1085,10 gram
1086,10 gram
1087,10 gram
1088,10 gram
1089,10 gram
1090,10 gram
1091,10 gram
1092,10 gram
1093,10 gram
1094,10 gram
1095,10 gram
1096,10 gram
1097,10 gram
1098,10 gram
1099,65.0 inch
1100,15.6 inch
1101,196 millimetre
1102,196 millimetre
1103,196 millimetre
1104,10 gram
1105,10 gram
1106,50 centimetre
1107,50 centimetre
1108,50 centimetre
1109,10 gram
1110,10 gram
1111,21 centimetre
1112,21 centimetre
1113,24 centimetre
1114,10 gram
1115,65 centimetre
1116,65 centimetre
1117,65 centimetre
1118,50 centimetre
1119,50 centimetre
1120,50 centimetre
1121,5.0 centimetre
1122,49.5 centimetre
1123,10 gram
1124,10 gram
1125,22 centimetre
1126,10 gram
1127,10 gram
1128,10 gram
1129,10 gram
1130,10 gram
1131,5.51 inch
1132,10 gram
1133,10 gram
1134,10 gram
1135,10 gram
1136,10 gram
1137,10 gram
1138,2.5 inch
1139,2.5 inch
1140,40 centimetre
1141,30.5 centimetre
1142,10 gram
1143,10 gram
1144,10 gram
1145,29 centimetre
1146,29 centimetre
1147,32 centimetre
1148,32 centimetre
1149,135 millimetre
1150,10 gram
1151,10 gram
1152,10 gram
1153,10 gram
1154,10 gram
1155,10 gram
1156,8.66 centimetre
1157,10 gram
1158,10 gram
1159,10 gram
1160,10 gram
1161,10 gram
1162,10 gram
1163,10 gram
1164,10 gram
1165,8.1 centimetre
1166,24.5 centimetre
1167,10 gram
1168,10 gram
1169,10 gram
1170,68 centimetre
1171,2.5 inch
1172,2.5 inch
1173,10 gram
1174,10 gram
1175,10 gram
1176,10 gram
1177,10 gram
1178,10 gram
1179,29 centimetre
1180,10 gram
1181,10 gram
1182,10 gram
1183,10 gram
1184,10 gram
1185,10 gram
1186,375 centimetre
1187,10 gram
1188,10 gram
1189,10 gram
1190,10 gram
1191,10 gram
1192,10 gram
1193,10 gram
1194,2.95 centimetre
1195,2.95 centimetre
1196,10 gram
1197,16.3 kilogram
1198,5.1 inch
1199,10 gram
1200,10 gram
1201,10 gram
1202,96.0 inch
1203,10 gram
1204,10 gram
1205,24.5 centimetre
1206,10 gram
1207,10 gram
1208,10 gram
1209,10 gram
1210,40 centimetre
1211,16.5 inch
1212,23 centimetre
1213,25.0 metre
1214,25.0 metre
1215,10.4 centimetre
1216,118 millimetre
1217,118 millimetre
1218,118 millimetre
1219,10 gram
1220,10 gram
1221,10 gram
1222,10 gram
1223,26.4 gram
1224,10 gram
1225,10 gram
1226,19.8 inch
1227,10 gram
1228,77.91 inch
1229,77.91 inch
1230,77.91 inch
1231,50.0 millimetre
1232,50.0 millimetre
1233,1100 millimetre
1234,53 centimetre
1235,20.0 metre
1236,10 gram
1237,10 gram
1238,10 gram
1239,10 gram
1240,10 gram
1241,10 gram
1242,1.77 inch
1243,1.77 inch
1244,73 centimetre
1245,50 centimetre
1246,50 centimetre
1247,10 gram
1248,17.78 centimetre
1249,17.78 centimetre
1250,10 gram
1251,10 gram
1252,10 gram
1253,96.0 centimetre
1254,10 gram
1255,10 gram
1256,10 gram
1257,150.0 centimetre
1258,29 centimetre
1259,29 centimetre
1260,19.5 centimetre
1261,19.5 centimetre
1262,19.5 centimetre
1263,10 gram
1264,10 gram
1265,330.0 millimetre
1266,10 gram
1267,10 gram
1268,10 gram
1269,27 centimetre
1270,27 centimetre
1271,10 gram
1272,10 gram
1273,10 gram
1274,10 gram
1275,10 gram
1276,10 gram
1277,10 gram
1278,18.5 centimetre
1279,49 centimetre
1280,10 gram
1281,10 gram
1282,10 gram
1283,33 centimetre
1284,10 gram
1285,3 centimetre
1286,1140.0 metre
1287,10 gram
1288,64.5 inch
1289,26 inch
1290,26 inch
1291,77.0 centimetre
1292,10 gram
1293,10 gram
1294,10 gram
1295,40 millimetre
1296,40 millimetre
1297,10 centimetre
1298,400 centimetre
1299,400 centimetre
1300,650.0 millilitre
1301,40.0 millimetre
1302,40.0 millimetre
1303,18 centimetre
1304,10 gram
1305,10 gram
1306,10 inch
1307,10 gram
1308,10 gram
1309,10 gram
1310,10 gram
1311,10 gram
1312,70 gram
1313,43.0 centimetre
1314,43.0 centimetre
1315,5.4 centimetre
1316,5.4 centimetre
1317,10 gram
1318,10 gram
1319,30.0 pound
1320,10 gram
1321,10 gram
1322,24.8 centimetre
1323,70 centimetre
1324,10 gram
1325,275 pound
1326,12 centimetre
1327,12 centimetre
1328,12 centimetre
1329,45.0 inch
1330,45.0 inch
1331,97.0 centimetre
1332,97.0 centimetre
1333,25 inch
1334,25 inch
1335,25 inch
1336,165 centimetre
1337,10 gram
1338,10 gram
1339,10 gram
1340,40 centimetre
1341,40 centimetre
1342,187.0 millimetre
1343,10 gram
1344,10 gram
1345,30.0 centimetre
1346,9.84 centimetre
1347,9.84 centimetre
1348,10.6 centimetre
1349,10.6 centimetre
1350,10 gram
1351,12.0 inch
1352,20 centimetre
1353,20 centimetre
1354,11 inch
1355,11 inch
1356,11 inch
1357,29 millimetre
1358,29 millimetre
1359,10 gram
1360,10 gram
1361,16 centimetre
1362,16 centimetre
1363,10 gram
1364,1100 millimetre
1365,1100 millimetre
1366,10 gram
1367,6.0 inch
1368,6.0 inch
1369,10 gram
1370,10 gram
1371,10 gram
1372,10 gram
1373,2.0 millimetre
1374,1.97 inch
1375,72 inch
1376,72 inch
1377,10 gram
1378,500.0 centimetre
1379,32.0 centimetre
1380,32.0 centimetre
1381,24.2 centimetre
1382,30 centimetre
1383,14.0 centimetre
1384,10 gram
1385,10 gram
1386,10 gram
1387,90.0 centimetre
1388,10 gram
1389,10 gram
1390,1.0 inch
1391,1.0 inch
1392,10 gram
1393,10 gram
1394,10 gram
1395,10 gram
1396,10 gram
1397,10 gram
1398,10 gram
1399,15.8 centimetre
1400,15.8 centimetre
1401,15.8 centimetre
1402,10 gram
1403,6.5 centimetre
1404,242 centimetre
1405,19 centimetre
1406,10 gram
1407,10 gram
1408,10 gram
1409,85 millimetre
1410,80.0 millimetre
1411,80.0 millimetre
1412,45 centimetre
1413,93 millimetre
1414,1200 millimetre
1415,90.0 inch
1416,22.5 centimetre
1417,10 gram
1418,72 inch
1419,72 inch
1420,10 gram
1421,16 centimetre
1422,16 centimetre
1423,6.1 inch
1424,6.1 inch
1425,10 gram
1426,10 gram
1427,10 gram
1428,10 gram
1429,10 gram
1430,10 gram
1431,36.0 centimetre
1432,18 inch
1433,18 inch
1434,18 inch
1435,10 gram
1436,10 gram
1437,1.18 inch
1438,1.18 inch
1439,10 gram
1440,10 gram
1441,10 gram
1442,4.5 centimetre
1443,88 centimetre
1444,88 centimetre
1445,10 gram
1446,10 gram
1447,10 gram
1448,10 gram
1449,10 gram
1450,10 gram
1451,10 gram
1452,90 millimetre
1453,90 millimetre
1454,90 millimetre
1455,10 gram
1456,10 gram
1457,10 gram
1458,10 gram
1459,10 gram
1460,7 inch
1461,65 centimetre
1462,2.5 centimetre
1463,10.3 inch
1464,10.3 inch
1465,10.3 inch
1466,10 gram
1467,10 gram
1468,10 gram
1469,50 centimetre
1470,50 centimetre
1471,50 centimetre
1472,10 gram
1473,10 gram
1474,10 gram
1475,10 gram
1476,10 gram
1477,183.2 centimetre
1478,10 gram
1479,10 gram
1480,10 gram
1481,13.5 centimetre
1482,13.5 centimetre
1483,40 centimetre
1484,10 gram
1485,295.0 centimetre
1486,841.0 millimetre
1487,160 metre
1488,160 metre
1489,10 gram
1490,10 gram
1491,10 gram
1492,10 gram
1493,30 millimetre
1494,30 millimetre
1495,13 inch
1496,10.8 centimetre
1497,42 centimetre
1498,13.5 centimetre
1499,13.5 centimetre
1500,13.5 centimetre
1501,480 millimetre
1502,10 gram
1503,4.6 inch
1504,150 centimetre
1505,47.0 centimetre
1506,110 millimetre
1507,10 gram
1508,10 gram
1509,2.0 centimetre
1510,2.0 centimetre
1511,10 gram
1512,10 gram
1513,10 gram
1514,10 gram
1515,10 gram
1516,18 centimetre
1517,24 millimetre
1518,24 millimetre
1519,24 millimetre
1520,10 gram
1521,10 gram
1522,10 gram
1523,10 gram
1524,37 centimetre
1525,37 centimetre
1526,195 millimetre
1527,500 metre
1528,0.0 metre
1529,0.0 metre
1530,10 gram
1531,60 centimetre
1532,10 gram
1533,10 gram
1534,18.5 centimetre
1535,10 gram
1536,10 gram
1537,10 gram
1538,10 gram
1539,10 gram
1540,10 gram
1541,24 centimetre
1542,24 centimetre
1543,10 gram
1544,10 gram
1545,3.14 inch
1546,3.14 inch
1547,42.0 centimetre
1548,4.88 inch
1549,4.88 inch
1550,10 gram
1551,10 gram
1552,10 gram
1553,12 centimetre
1554,10 gram
1555,26 centimetre
1556,26 centimetre
1557,10 gram
1558,13.8 inch
1559,20 centimetre
1560,20.8 inch
1561,10 gram
1562,33.0 centimetre
1563,10 gram
1564,8.3 inch
1565,8.3 inch
1566,19.0 centimetre
1567,19.0 centimetre
1568,10 gram
1569,10 gram
1570,80 centimetre
1571,46 inch
1572,46 inch
1573,46 inch
1574,125 centimetre
1575,10 gram
1576,10 gram
1577,10 gram
1578,45 millimetre
1579,10 gram
1580,10 gram
1581,10 gram
1582,10 gram
1583,42 centimetre
1584,26 centimetre
1585,26 centimetre
1586,8.25 inch
1587,10 gram
1588,40 millimetre
1589,40 millimetre
1590,11.5 centimetre
1591,10 gram
1592,10 gram
1593,144 centimetre
1594,10 gram
1595,10 gram
1596,10 gram
1597,10 gram
1598,10 gram
1599,10 gram
1600,10 gram
1601,10 gram
1602,10 gram
1603,7 centimetre
1604,20 centimetre
1605,20 centimetre
1606,20 centimetre
1607,10 gram
1608,40 centimetre
1609,10 gram
1610,5.91 centimetre
1611,30 centimetre
1612,10 gram
1613,10 gram
1614,10 gram
1615,10 gram
1616,70 gram
1617,6.4 centimetre
1618,10 gram
1619,10 gram
1620,10 gram
1621,10 gram
1622,265 millimetre
1623,200 centimetre
1624,200 centimetre
1625,10 gram
1626,197 inch
1627,14.5 centimetre
1628,10 gram
1629,10 gram
1630,10 gram
1631,405 gram
1632,10 gram
1633,7.87 inch
1634,10 gram
1635,10 gram
1636,10 gram
1637,50.0 centimetre
1638,50.0 centimetre
1639,50.0 centimetre
1640,10 gram
1641,10 gram
1642,40.0 metre
1643,15.74 inch
1644,18 centimetre
1645,10 gram
1646,10 gram
1647,10 gram
1648,1.3 inch
1649,1.3 inch
1650,1.3 inch
1651,8.9 centimetre
1652,10 gram
1653,10 gram
1654,4.5 inch
1655,2.36 centimetre
1656,25 millimetre
1657,84.0 inch
1658,84.0 inch
1659,13 centimetre
1660,13 centimetre
1661,10 gram
1662,18 centimetre
1663,18 centimetre
1664,18 centimetre
1665,10 gram
1666,10 gram
1667,10 gram
1668,245 centimetre
1669,245 centimetre
1670,70.0 metre
1671,70.0 metre
1672,70.0 metre
1673,65 millimetre
1674,65 millimetre
1675,10 gram
1676,10 gram
1677,53 millimetre
1678,53 millimetre
1679,10 gram
1680,72 centimetre
1681,25 centimetre
1682,40.5 centimetre
1683,74 centimetre
1684,175 centimetre
1685,175 centimetre
1686,10 gram
1687,10 gram
1688,179 centimetre
1689,179 centimetre
1690,4.52 centimetre
1691,4.52 centimetre
1692,20 centimetre
1693,10 gram
1694,10 gram
1695,49.0 centimetre
1696,49.0 centimetre
1697,21.8 inch
1698,40 centimetre
1699,10 gram
1700,10 gram
1701,10 gram
1702,10 gram
1703,10 gram
1704,10 gram
1705,10 gram
1706,8 centimetre
1707,8 centimetre
1708,9.5 centimetre
1709,9.5 centimetre
1710,10 gram
1711,10 gram
1712,60.0 centimetre
1713,10 gram
1714,9.3 centimetre
1715,10 gram
1716,10 gram
