image_id,image_link,group_id,entity_name,text
104472,https://m.media-amazon.com/images/I/717t2Goy1dL.jpg,525429,wattage,"Self-cleaning Function

Add water and make sureit's below
the max mark

long press the'TIMER/CLEAN' for 5
sec tostart self-cleaning

Wait for
20 min to finish

Kind tips:

1. Remind users to tear off the blue film. Avoid complaints.

2. Since the product has a compressor, take it out and place it correctly, and then furn it on after standing
still for 24 hours, so the service life is longer.
"
104473,https://m.media-amazon.com/images/I/71Md5cM4tzL.jpg,281678,item_weight,
104474,https://m.media-amazon.com/images/I/81NgWJephXL.jpg,179080,wattage,"%\ouain 500W MOTOR
ax Speed 22-24MPH
"
104475,https://m.media-amazon.com/images/I/61ML4jAh-SL.jpg,120219,maximum_weight_recommendation,"A GREAT SPACE SAVER

Available in two colors

Anti-slip Silicone Pad

The Heightened Guardrail Stable Without Shaking Pull Out Design
"
104476,https://m.media-amazon.com/images/I/51i0FcOnzSL.jpg,297918,item_weight,"8| 37| 40 |NO 2. &

HREAKFAST | SNACK | WORKOUT

- HAZELNUT BAR

805|357 O iz,

BREAKFAST | SNACK | WORKOUT

ALMIJN[I BAR

"
104477,https://m.media-amazon.com/images/I/61qMOd2tbWL.jpg,297918,item_weight,"Sty -
N“

Joined by dates

>40% Wholegrains

No added Sugar

25% Nuts

No added flavors, 100%
taste from real food

Joined by liquid glucose

<5% Nuts

Empty Calories

Emulsifier laden
chocolate used

Loaded with artificial
flavors

"
104478,https://m.media-amazon.com/images/I/61zXX1-MSaL.jpg,297918,item_weight,"Clean Label, Clean Snacking
"
104479,https://m.media-amazon.com/images/I/51ngJDwESeL.jpg,297918,item_weight,". 8[37:|80xNO. B
- 9GRAMS -
BREAKFAST | SNACK | WORKOUT

*» HAZELNUT BAR

"
104480,https://m.media-amazon.com/images/I/51o4omuQOML.jpg,297918,item_weight,"HAZELNUT BAR

Ingredients:

Nutritional Info:

55@f uie. No. 1272299900398

MRS,
MFG Date
Batch No.

Best

"
104481,https://m.media-amazon.com/images/I/51k-E20qbJL.jpg,297918,item_weight,"' B85 35+ NO =iz,
BREAKFAST | SNACK | WORKOUT

ALMOND BAR

"
104482,https://m.media-amazon.com/images/I/51fMkxK7RrL.jpg,297918,item_weight,"ALMOND BAR

Nutritional Info:

9GRAMS.IN
e

[53@{ vic. No. 12722999000398

MRP,
MFG Date:
Batch No.

Best before § months from MFG Date

"
104483,https://m.media-amazon.com/images/I/71v8XLSxhLL.jpg,308856,item_weight,
104484,https://m.media-amazon.com/images/I/71DZluUjMrL.jpg,308856,item_weight,
104485,https://m.media-amazon.com/images/I/71ibpS0XITL.jpg,449805,item_weight,"BISINNA

»

T rE

WATERPROOF BREATHABLE

®

HIGH-QUALITY PACK WEIGHT
MATRIAL

Recommended Temperature:

~10%C

Extreme: o

\
)
»
o
o
2
4
>

"
104486,https://m.media-amazon.com/images/I/91I+u2sF-nL.jpg,311997,item_weight,"EIGENSCHAFTEN

Besonders stabil mit
zusatzlichen Mittelstreben

P . PRAKTISCHES -
e ol KOMPLETT-SET
Bl DT UBER ECK

Abstande der 5 Boden
individuell variierbar

Cleveres Stecksystem,
schraubenloser Aufbau

inklusive praktischer
Kunststoffschoner

Verzinkt, rostfrei
und extrem Stabil

175 KG pro Regalboden,
875 KG pro Regaleinheit

Nutzbar als Regal oder
Y2 Regale als Werkbank

Vorgebohrte Locher fOr
Wandmontage

i i
"
104487,https://m.media-amazon.com/images/I/91vobn06jCL.jpg,311997,item_weight,"J

j

/4
e/
=
N/

n €
o 3

‘fg:'
ey

||

=
|-

. w A—;‘;\ ~
=

\

Das robuste Metallregal von MASKO ist der ideale Lagerort. Auch
fUr groBe Hallen perfekt geeignet. Die verzinkten, rostresistenten
Regale lassen sich zudem an der Wand und auch miteinander
verschrauben sodass die Metallkonstruktion noch sicherer steht.

"
104488,https://m.media-amazon.com/images/I/81N0rgeitwL.jpg,311997,item_weight,"Traglast Gesam

caléscm

Auch bis in die
letzte Ecke r e |
DEN PLATZ
PERFEKT
LGENUTZT

calésScm; = o
"
104489,https://m.media-amazon.com/images/I/71E296qyMuL.jpg,844474,item_weight,"Backpack = 0.68kg
Pencil Pouch = 0.08kg

oS LT /WY

"
104490,https://m.media-amazon.com/images/I/41SgEHxjuPL.jpg,892291,wattage,
104491,https://m.media-amazon.com/images/I/71tMosAgj1L.jpg,299791,item_weight,"-,

\k) ) Chain Length

/ 20+2inches(50cm+5cm)
5 %J

2mm/0. 081nch\

316L Stainless Steel

Lasting Color Retention

Platinum Plated
copper alloy based

25.5mm (72

(1.00inches) (. /
~ Thickness :

- 4.5mm/0.17inch

Width:20.2mm/0.79inch

Net weight: 9.6g
"
104492,https://m.media-amazon.com/images/I/61ZajJBqTqL.jpg,271537,voltage,"Four rubber suction cups

150cm / 4.92ft long power cable
"
104493,https://m.media-amazon.com/images/I/61ubqwZpBrL.jpg,844474,item_weight,"/  SPACIOUS & LIGHTWEIGHT /

WEIGHT:
1.43LB/0.65KG
H
15.94IN Water-Resistant
/ 4o.i5cm Polyester
i e For 15In Laptop
i e Lightweight
-
2.17||\i\\ = Heavrtig

/55CM AN----- 12.4IN/31.4CM ----- s
"
104494,https://m.media-amazon.com/images/I/71gzXP8z+XL.jpg,892291,wattage,"Fit and Work 100%, Compatible with Many Models

Compatibility

Several Series of Philips Norelco Razors:

3

Aqua 7xxxXL 8xxxXL
Touch Series Series

&

PTxxx HQ7xxx HQ8xxx 7xxxX
Series Series Series Series

Fits The Following Models:

Norelco HQ8505,3000 3100 3500 4100 4200 4500 5000 5100 5200 5500 5600 5700 6100
7000 7100 7200 7300 7400 7500 7600 7700 8000X 8500X 8900 9300 9700 Series Shavers,
HQ8505 AT810/41 AT830 BT5210/42 BT7215/49 PT724/41 PT730/41 QG3364/42 QG3330
QG3330/60 QT4018/49 S7370/84 S9311/84 S9721/84 YS524/41 HQ-8505

Compatible with Norelco 7000 / 5000 / 3000 Series Grooming Kit Bodygroom,
BeardTrimmer, Beard, SensoTouch, Precision, Spectra and Sensotec,

SmartTouch XL & Speed XL, Quadra, Cool Skin, new generation Cool Skin,

Style Shaver, PowerTouch, Hair Clipper, Arcitec. QG series, BG series, HQ series,

RQ series, XL series, XLCC series, X series, HS series, QC series, QT series,

QS series, AT series, PT serieser, PowerTouch, Hair Clipper, Arcitec. QG series,

BG series, HQ series, RQ series, XL series, XLCC series, X series, HS series,

QC series, QT series, QS series, AT series, PT series
"
104495,https://m.media-amazon.com/images/I/61a9w3CMH1L.jpg,120219,maximum_weight_recommendation,
104496,https://m.media-amazon.com/images/I/81pmVguEAzL.jpg,107694,item_weight,
104497,https://m.media-amazon.com/images/I/618tizZIioL.jpg,523149,item_weight,"IP black plating stainless steel

high polished

Weight:5.1g Weight:3.2g
"
104498,https://m.media-amazon.com/images/I/419IyaoPOyL.jpg,225091,item_weight,
104499,https://m.media-amazon.com/images/I/71XTGht7mLL.jpg,752266,item_weight,"£
S
S
2
a
w
=}
]
2
s
=
£
£
H
3
o

Others

Ecken schneiden,
Nicht dauerhaft
ness:1.78mm

Normal dick-
Kunststoffschale Antrieb
Nicht wasserdicht

Hochwertiger LED-Docht

Mehr Materialien,
stark und langlebig

Erhdhte dick-

ness:2.37mm

Wasserdichter Antrieb
wasserdichtes NiveaulP65
"
104500,https://m.media-amazon.com/images/I/71gjO5qBfML.jpg,271537,item_weight,"I =
V
Delivery
Height

"
104501,https://m.media-amazon.com/images/I/81Lo1c+eimL.jpg,179080,voltage,"1000W 48V Loz,
LISTED

POWERFUL OUTPUT
ALLOWS YOU TO CONQUER ANY ROA!/) CONDITIONS

.

@ 190NM| () 352 WPH) T Climbing

Torque
"
104502,https://m.media-amazon.com/images/I/81eGi6uJotL.jpg,179080,voltage,"48V m A f‘ 60-110+ MILES
@ DUAL&RE OVABLE BATITER|ES SYSTEM

0@0

BMS IP65 6-8 HOURS.
Protection ~ Waterproof FullCharge __:
System  &Removeable

1.\Intelligent equélizer controls both batteries for low battery discharge,
} extendmg jpattery life by 30%.
2. Whe\c;neﬁ)f the batterles is damaged Alaska can still ride normally.

3. Perfec mlb|}|at|o of |nteII|gént,agquaI|zer and vector frequency controller
makes e)wholg hicle energy consumptlon reduced by 20%
~ / -

"
104503,https://m.media-amazon.com/images/I/61plwxfknEL.jpg,375816,item_weight,"[GOIERBEE

COFFEE

CAPSULES

10 cAPSULES
T WT / PESO NETO /POIDS NET

PRODUCT OF SPAIN

FOR NESPRESSO* ORIGINAL MACHINES |
OT AFFILIATED WITH, ENDORSED OR SPONSORED BY NESPRESSO

"
104504,https://m.media-amazon.com/images/I/71tJ5I0SX0L.jpg,993359,item_weight,">
[
3
2
o
-]
«
-
9
(]
4

"
104505,https://m.media-amazon.com/images/I/71lFlNOV1QL.jpg,993359,item_weight,"INFORMAZIONI NUTRIZIONALY -
INF O Per packae: 50 —
Sening Sue: 05 Ingredionts: Cury Lanves 100%

Fariing] Ingdan: foot d 107
] Sshasdyes
o e [

25.08201

103221
25.08.2023

"
104506,https://m.media-amazon.com/images/I/61T3ung+tXL.jpg,459516,item_volume,"Q%
VA
lq .‘\

AQUILEA
VIGOR

INGREDIENTES: Extracto de Maca Andina (Lepidium meyenii
Walp,, raiz), extracto de Ginseng Rojo Coreano (Panax ginseng
CA. Meyer, raiz), gelatina, sulfato de zing, maltodextrina,
antiaglomerante: dioxido desilicio.

Los complementos alimenticios no deben utilizarse como sustitutos
de una dieta variada y equilibrada y de un modo de vida sano. No
sobrepasar la cantidad diaria recomendada. Conservar en lugar
fresco y seco, protegido de la (uz solar. Mantener fuera del alance
de los nifios mas pequenos.

“ Uriach

Uriach Consumer Healthcare, S.L.
Av. Generalitat, 163-167

08174 Sant Cugat del Valles
Barcelona, Espana

"
104507,https://m.media-amazon.com/images/I/71cQ71mYYCL.jpg,281678,item_weight,"REPIANTEA

Zenzero
Curcuma

TISANA
BIOLOGICA
%

VA

Peso Netto: 100g
ES-ECO-001-AN
Agricoltura UE/non UE

Elevato Migliora la Delizioso con Biologico

potere circolazione e il latte Senza zucchero

antiossidante la digestione Senza additivi
100% naturale

"
104508,https://m.media-amazon.com/images/I/719+Ri8HOcL.jpg,281678,item_weight,"Te e Infusi
REPLANTEA

o Agricoltura biologica
0 Senza glutine

0 Senza additivi e zuccheri

100% ingredienti
naturali

REPIANTEA

Zenzero
Curcuma

TISANA
BIOLOGICA
"
104509,https://m.media-amazon.com/images/I/61DZc1L7JWL.jpg,373285,item_weight,"£

SSED§00%
Never From

o
2
.
L)
o
.0
:""39‘
o)
=
8

b

"
104510,https://m.media-amazon.com/images/I/61oyTTL0NpL.jpg,281678,item_weight,"Organic spices,
green tea and
natural honey
flavor

: \nWr 26501 75g) '
"
104511,https://m.media-amazon.com/images/I/61uM5+JHAHL.jpg,281678,item_weight,"ORGANIC
RMERIC GINGER

Lire GREEN TEA

50
nbleached Tea Bags g
Wr 2650z (758).

"
104512,https://m.media-amazon.com/images/I/61mGRYeKRZL.jpg,281678,item_weight,"The earthy aroma of
turmeric blends perfectly
with ginger, cinnamon
and pure honey flavor

in this organic
China green tea.

ORGANIC |
TtryERIC GINGER

S1ICE OF LIFE GREEN TEA |

"
104513,https://m.media-amazon.com/images/I/81hjIWpzE2L.jpg,929999,item_weight,"L

BUTTERFLY

# TIMO BOLL

SPIN 90
SPEED 90

CONTROL 80
TABLE
TENNIS COMPETITION

. BUTTERFLY

"
104514,https://m.media-amazon.com/images/I/71YGVcj0aAL.jpg,860821,wattage,"Specifications

Power: 6.5 W Register Size: 4"" x 10""
Color: Matte White Engine: Dual 92mm
Airflow: 120 CFM Noise: 18 dBA

Total Cord Length: 12 Ft
3.93"" Hole to Hole Distance: 10.55""

"
104515,https://m.media-amazon.com/images/I/71ZRv-RpyzL.jpg,449021,item_weight,"g —

"
104516,https://m.media-amazon.com/images/I/41mQMXWVpaL.jpg,225091,item_weight,"S 50 MG160MG

C cALIER
"
104517,https://m.media-amazon.com/images/I/81Wv2QBjLwL.jpg,648011,voltage,".50m/0.2inc_h

0.4cm/0.15inch

T

\

PRODU

"
104518,https://m.media-amazon.com/images/I/81-2l2MiS4L.jpg,375816,item_weight,"CONSEIL DE DEGUSTATION

.‘
Versez 1 cuillere bombée de
café dans une petite tasse a
espresso.

é
w Ajoutez 60ml d’eau frémissante
et remuez délicatement.

e Fanger, Biod Plus d‘informations ?
$\

B:: manger, bjg,, f,::'e ®
0 806 800 130
(Service gratuit + prix d appel)
Nes ) www.nescafe.fr
estle. Service Consommateurs .
Nestlé France - BP 900 Nome%
77446 Marne-la-Vallée Cedex

NUTRITIONAL COMPASS®
® Reg. Trademark of Société des Produits NESTLE SA-

52 tasses
Café instantané 100% pur Arabica
A consommer avant fin :
Condi _Voir F""-dessous delaboite
Itionné sous atmosphere protectricé

Poids net : 959 €

BARQUETTE ET
FILM PLASTIQUE

A JETER
CONSIGNE POUVANT
VARIER LOCALEMENT
> WWW.CONSIGNESDETRIFR

"
104519,https://m.media-amazon.com/images/I/81OPJc7C2VL.jpg,487566,item_weight,"F

‘""uoromozo

"
104520,https://m.media-amazon.com/images/I/81BOEyDgFUL.jpg,487566,item_weight,
104521,https://m.media-amazon.com/images/I/81ckYLuH-4L.jpg,308856,item_weight,"Beef o Boeuf ¢ Rind
Rundvlees ® Manz0

18 x1569 € Tins

"
104522,https://m.media-amazon.com/images/I/91SfOHC12yL.jpg,308856,item_weight,"TT3024CE-A
"
104523,https://m.media-amazon.com/images/I/81F5s6N3w1L.jpg,308856,item_weight,">

YA’“%
““\\cws\’*‘“b""

AN

& o%
~rAle.,m%§«”

K DE oy
el eRsTENS
1sTEC 2, Tenile
llif“‘A ol muizo

Say hello to
New

Taste Topper
S

%
Applaws

TASTE
TOPPERS

Made with
o ’mnl Ingredi
i ients

N

Beef o Boeuf o Ri
Ru! nd\llees ° Ma:::'

18x 1569 € Tins
"
104524,https://m.media-amazon.com/images/I/71PCa+2hSwL.jpg,459516,item_weight,"Tippa Teega

Benefits of Tippa Teega:
Boost immune system,

Diabetes, Fever, malaria, dengue,
swine flu, Gonorrhea, High choles-
terol, skin allergy, Liver disease,
Rheumatoid arthritis., Stomach
ulcer., Syphilis, Diabetes wounds..
Upset stomach.

Gudichi - Giloy

W)
ZSSG, ow A spoon of dried powder
10121006000622 with hot water or honey, twice a day. .
2 Grams per day.

Net Content : 100 Grams
Mktd by Batch No. 31

poyalr,,,/,,, Pktd Date :  -2022
Vijayawada-02

MRP : Rs.229/-
Incl. of all Taxes
Helpline : 9440723000 Best before 12 months

"
104525,https://m.media-amazon.com/images/I/51F9MBco6BL.jpg,459516,item_weight,"Benefits of Tippa Teega:
Boostimmune system,

Diabetes, Fever, malaria, dengue,
sswine flu, Gonorrhea, High choles-
terol, skin allergy, Liver disease,
Rh umalold arthritis., Stomach
ulcer., Syphilis, Diabetes wounds..
Upset stomach.

Ingredients:

Gudichi - Giloy

—) \
ZSSQ, 1 How to.Use: A spoon of dried powder

Tof21006000622 With hot watef or honey, twice a day.
¢ Vo 4

Net Content : 100 Grams.
BatchNo. 31

Pktd Date 2022
MRP’ : Rs.229/-
Incl. o all Taxes

Best before 12 months

"
104526,https://m.media-amazon.com/images/I/71-FYEKk0kS.jpg,369753,item_volume,"‘24K Gold Crystal Soft Mask Powder

)
(o)

"
104527,https://m.media-amazon.com/images/I/71Wcsd3CiIL.jpg,487566,item_weight,"@ 350 GSM

Fluffy, lightweight and warm
"
104528,https://m.media-amazon.com/images/I/71jAnrYFZDL.jpg,221399,item_weight,"Une bouteille d'eau

) Une bouteille d'eau

"
104529,https://m.media-amazon.com/images/I/71s1GYrMjyL.jpg,648011,voltage,"White and color
ambiance

1 GU10
— a

//‘_“
p—
HILIPS

=

alexa

| worsuith
@+ Ok Google

e PHILIPS I
2 and color

and colog

43W LED, 2000
220-240V- 50/60H

PHILIPS
hue

w,
hite and color
"
104530,https://m.media-amazon.com/images/I/61Joe4BrIbL.jpg,299791,item_weight,"SIZE DETAILS

Youig o/wwioe

18+2 inch
Adjustable Chain

Real Crystal
"
104531,https://m.media-amazon.com/images/I/71KtwkhcjdL.jpg,844474,item_weight,"fak.

Foldable
Backpack

asy to carry
Weight=115g
"
104532,https://m.media-amazon.com/images/I/41WNlSlmCnL.jpg,639090,item_weight,
104533,https://m.media-amazon.com/images/I/61r3+S9tv6L.jpg,630869,item_weight,"PRODUCT PARAMETERS

» Material: itﬁ:ﬁf;sr;;el » Weight:5.5g/0.190z (About)

Tips:the size of the product is measured manually and may be subject to marginal error.
"
104534,https://m.media-amazon.com/images/I/719K-7sOXbL.jpg,373285,item_weight,"Mangogﬁen

powder

4\
with water, jui
fink, once of Wice

ce, smoo\\'\\es or your

daily.
chidren

stana)

Guo
“piee

LG

com

"
104535,https://m.media-amazon.com/images/I/7150X8vgVFL.jpg,866950,item_weight,"Plug in the power supply. Put a _ Putthe switch, Cover
latex ball around the air no zzle inflation port with balloon.

manual and automatic

: Release and stop the exhaust
modes inflate balloon. when balloon size is suitable.
"
104536,https://m.media-amazon.com/images/I/61uREDsOrSL.jpg,523149,item_weight,"NOTICEABLE

RESULTS

163 ibs. T ws.

"
104537,https://m.media-amazon.com/images/I/81qS0-EdDfL.jpg,386873,item_weight,
104538,https://m.media-amazon.com/images/I/71LyyAF-WFL.jpg,767202,item_weight,"Provide clear results for all
your printing needs

o
High definition printing '\‘?’@c\‘:;&@
N\

Visible

print quality

(5% coverage /A4 paper size)

"
104539,https://m.media-amazon.com/images/I/61uaR60wDZL.jpg,730429,item_weight,
104540,https://m.media-amazon.com/images/I/71a4b8dh21L.jpg,730429,item_weight,"o R
Four

"
104541,https://m.media-amazon.com/images/I/61hK7ySbstL.jpg,730429,item_weight,"According to the wall size
adjustable size

Installation size

Minimum diameter size

( e0oc™m ) o

Maximum diameter size

100 CM

¢ Recommended optimal
diameter size

( socM )

WD 001-08

80-100 CM

"
104542,https://m.media-amazon.com/images/I/714Rw31sStL.jpg,730429,item_weight,"« 1200

0 Yi— PERFECT FOR DECORATING MOST SCENES 0 \'/‘:}}

Mirror wall

Metal Smooth wall paper
"
104543,https://m.media-amazon.com/images/I/61zws9y7heL.jpg,369753,item_volume,"| cioiinims cnsioaommatmm s o

FILM CLOTH
FILM CLOTH

| FILM CLOTH

Exfoliating
Foot mask

Exfoliating Repair Foot Mask i y

f exotiting
 Peet away hard skin and calluses

o el andsoten cracked hets
P T ——
f Nt ingredents and stan asrncs

S Lavender  See Jeee

wearab/q

“Sock-Type”
- Cﬁj Foot Mask

"
104544,https://m.media-amazon.com/images/I/61wkBlNFcuL.jpg,329793,item_weight,"Griff ldnge: 120mm

D2 OUTDOOR SURVIVAL MESSER (MODELL: KNIGHT)
DIMENSION

| Gesamtléinge: 270mm, Griffstérke: 21mm, Gewicht: 2679
I Scheidenlénge: 195mm, Gurtelcliplénge: 60mm, Gewicht: 116g

"
