index, prediction
664,10 gram
665,10 gram
666,10 gram
667,10 gram
668,10 gram
669,10 gram
670,10 gram
671,10 gram
672,10 gram
673,10 gram
674,10 gram
675,10 gram
676,10 gram
677,10 gram
678,10 gram
679,10 gram
680,10 gram
681,10 gram
682,10 gram
683,10 gram
684,10 gram
685,10 gram
686,10 gram
687,10 gram
688,10 gram
689,10 gram
690,10 gram
691,10 gram
692,10 gram
693,10 gram
694,10 gram
695,10 gram
696,10 gram
697,10 gram
698,10 gram
699,10 gram
700,10 gram
701,10 gram
702,10 gram
703,10 gram
704,10 gram
705,10 gram
706,10 gram
707,10 gram
708,10 gram
709,10 gram
710,10 gram
711,10 gram
712,10 gram
713,10 gram
714,10 gram
715,10 gram
716,10 gram
717,10 gram
718,10 gram
719,10 gram
720,10 gram
721,10 gram
722,10 gram
723,10 gram
724,10 gram
725,10 gram
726,10 gram
727,10 gram
728,10 gram
729,10 gram
730,10 gram
731,10 gram
732,10 gram
733,10 gram
734,10 gram
735,10 gram
736,10 gram
737,10 gram
738,10 gram
739,10 gram
740,10 gram
741,10 gram
742,10 gram
743,10 gram
744,10 gram
745,10 gram
746,10 gram
747,10 gram
748,10 gram
749,10 gram
750,10 gram
751,10 gram
752,10 gram
753,10 gram
754,10 gram
755,10 gram
756,10 gram
757,10 gram
758,10 gram
759,10 gram
760,10 gram
761,10 gram
762,10 gram
763,10 gram
764,10 gram
765,10 gram
766,10 gram
767,10 gram
768,10 gram
769,10 gram
770,10 gram
771,10 gram
772,10 gram
773,10 gram
774,10 gram
775,10 gram
776,10 gram
777,10 gram
778,10 gram
779,10 gram
780,10 gram
781,10 gram
782,10 gram
783,10 gram
784,10 gram
785,10 gram
786,10 gram
787,10 gram
788,10 gram
789,10 gram
790,10 gram
791,10 gram
792,10 gram
793,10 gram
794,10 gram
795,10 gram
796,10 gram
797,10 gram
798,10 gram
799,10 gram
800,10 gram
801,10 gram
802,10 gram
803,10 gram
804,10 gram
805,10 gram
806,10 gram
807,10 gram
808,10 gram
809,10 gram
810,10 gram
811,10 gram
812,10 gram
813,10 gram
814,10 gram
815,10 gram
816,10 gram
817,10 gram
818,10 gram
819,10 gram
820,10 gram
821,10 gram
822,10 gram
823,10 gram
824,10 gram
825,10 gram
826,10 gram
827,10 gram
828,10 gram
829,10 gram
830,10 gram
831,10 gram
832,10 gram
833,10 gram
834,10 gram
835,10 gram
836,10 gram
837,10 gram
838,10 gram
839,10 gram
840,10 gram
841,10 gram
842,10 gram
843,10 gram
844,10 gram
845,10 gram
846,10 gram
847,10 gram
848,10 gram
849,10 gram
850,10 gram
851,10 gram
852,10 gram
853,10 gram
854,10 gram
855,10 gram
856,10 gram
857,10 gram
858,10 gram
859,10 gram
860,10 gram
861,10 gram
862,10 gram
863,10 gram
864,10 gram
865,10 gram
866,10 gram
867,10 gram
868,10 gram
869,10 gram
870,10 gram
871,10 gram
872,10 gram
873,10 gram
874,10 gram
875,10 gram
876,10 gram
877,10 gram
878,10 gram
879,10 gram
880,10 gram
881,10 gram
882,10 gram
883,10 gram
884,10 gram
885,10 gram
886,10 gram
887,10 gram
888,10 gram
889,10 gram
890,10 gram
891,10 gram
892,10 gram
893,10 gram
894,10 gram
895,10 gram
896,10 gram
897,10 gram
898,10 gram
899,10 gram
900,10 gram
901,10 gram
902,10 gram
903,10 gram
904,10 gram
905,10 gram
906,10 gram
907,10 gram
908,10 gram
909,10 gram
910,10 gram
911,10 gram
912,10 gram
913,10 gram
914,10 gram
915,10 gram
916,10 gram
917,10 gram
918,10 gram
919,10 gram
920,10 gram
921,10 gram
922,10 gram
923,10 gram
924,10 gram
925,10 gram
926,10 gram
927,10 gram
928,10 gram
929,10 gram
930,10 gram
931,10 gram
932,10 gram
933,10 gram
934,10 gram
935,10 gram
936,10 gram
937,10 gram
938,10 gram
939,10 gram
940,10 gram
941,10 gram
942,10 gram
943,10 gram
944,10 gram
945,10 gram
946,10 gram
947,10 gram
948,10 gram
949,10 gram
950,10 gram
951,10 gram
952,10 gram
953,10 gram
954,10 gram
955,10 gram
956,10 gram
957,10 gram
958,10 gram
959,10 gram
960,10 gram
961,10 gram
962,10 gram
963,10 gram
964,10 gram
965,10 gram
966,10 gram
967,10 gram
968,10 gram
969,10 gram
970,10 gram
971,10 gram
972,10 gram
973,10 gram
974,10 gram
975,10 gram
976,10 gram
977,10 gram
978,10 gram
979,10 gram
980,10 gram
981,10 gram
982,10 gram
983,10 gram
984,10 gram
985,10 gram
986,10 gram
987,10 gram
988,10 gram
989,10 gram
990,10 gram
991,10 gram
992,10 gram
993,10 gram
994,10 gram
995,10 gram
996,10 gram
997,10 gram
998,10 gram
999,10 gram
1000,10 gram
1001,10 gram
1002,10 gram
1003,10 gram
1004,10 gram
1005,10 gram
1006,10 gram
1007,10 gram
1008,10 gram
1009,10 gram
1010,10 gram
1011,10 gram
1012,10 gram
1013,10 gram
1014,10 gram
1015,10 gram
1016,10 gram
1017,10 gram
1018,10 gram
1019,10 gram
1020,10 gram
1021,10 gram
1022,10 gram
1023,10 gram
1024,10 gram
1025,10 gram
1026,10 gram
1027,10 gram
1028,10 gram
1029,10 gram
1030,10 gram
1031,10 gram
1032,10 gram
1033,10 gram
1034,10 gram
1035,10 gram
1036,10 gram
1037,10 gram
1038,10 gram
1039,10 gram
1040,10 gram
1041,10 gram
1042,10 gram
1043,10 gram
1044,10 gram
1045,10 gram
1046,10 gram
1047,10 gram
1048,10 gram
1049,10 gram
1050,10 gram
1051,10 gram
1052,10 gram
1053,10 gram
1054,10 gram
1055,10 gram
1056,10 gram
1057,10 gram
1058,10 gram
1059,10 gram
1060,10 gram
1061,10 gram
1062,10 gram
1063,10 gram
1064,10 gram
1065,10 gram
1066,10 gram
1067,10 gram
1068,10 gram
1069,10 gram
1070,10 gram
1071,10 gram
1072,10 gram
1073,10 gram
1074,10 gram
1075,10 gram
1076,10 gram
1077,10 gram
1078,10 gram
1079,10 gram
1080,10 gram
1081,10 gram
1082,10 gram
1083,10 gram
1084,10 gram
1085,10 gram
1086,10 gram
1087,10 gram
1088,10 gram
1089,10 gram
1090,10 gram
1091,10 gram
1092,10 gram
1093,10 gram
1094,10 gram
1095,10 gram
1096,10 gram
1097,10 gram
1098,10 gram
1099,10 gram
1100,10 gram
1101,10 gram
1102,10 gram
1103,10 gram
1104,10 gram
1105,10 gram
1106,10 gram
1107,10 gram
1108,10 gram
1109,10 gram
1110,10 gram
1111,10 gram
1112,10 gram
1113,10 gram
1114,10 gram
1115,10 gram
1116,10 gram
1117,10 gram
1118,10 gram
1119,10 gram
1120,10 gram
1121,10 gram
1122,10 gram
1123,10 gram
1124,10 gram
1125,10 gram
1126,10 gram
1127,10 gram
1128,10 gram
1129,10 gram
1130,10 gram
1131,10 gram
1132,10 gram
1133,10 gram
1134,10 gram
1135,10 gram
1136,10 gram
1137,10 gram
1138,10 gram
1139,10 gram
1140,10 gram
1141,10 gram
1142,10 gram
1143,10 gram
1144,10 gram
1145,10 gram
1146,10 gram
1147,10 gram
1148,10 gram
1149,10 gram
1150,10 gram
1151,10 gram
1152,10 gram
1153,10 gram
1154,10 gram
1155,10 gram
1156,10 gram
1157,10 gram
1158,10 gram
1159,10 gram
1160,10 gram
1161,10 gram
1162,10 gram
1163,10 gram
1164,10 gram
1165,10 gram
1166,10 gram
1167,10 gram
1168,10 gram
1169,10 gram
1170,10 gram
1171,10 gram
1172,10 gram
1173,10 gram
1174,10 gram
1175,10 gram
1176,10 gram
1177,10 gram
1178,10 gram
1179,10 gram
1180,10 gram
1181,10 gram
1182,10 gram
1183,10 gram
1184,10 gram
1185,10 gram
1186,10 gram
1187,10 gram
1188,10 gram
1189,10 gram
1190,10 gram
1191,10 gram
1192,10 gram
1193,10 gram
1194,10 gram
1195,10 gram
1196,10 gram
1197,10 gram
1198,10 gram
1199,10 gram
1200,10 gram
1201,10 gram
1202,10 gram
1203,10 gram
1204,10 gram
1205,10 gram
1206,10 gram
1207,10 gram
1208,10 gram
1209,10 gram
1210,10 gram
1211,10 gram
1212,10 gram
1213,10 gram
1214,10 gram
1215,10 gram
1216,10 gram
1217,10 gram
1218,10 gram
1219,10 gram
1220,10 gram
1221,10 gram
1222,10 gram
1223,10 gram
1224,10 gram
1225,10 gram
1226,10 gram
1227,10 gram
1228,10 gram
1229,10 gram
1230,10 gram
1231,10 gram
1232,10 gram
1233,10 gram
1234,10 gram
1235,10 gram
1236,10 gram
1237,10 gram
1238,10 gram
1239,10 gram
1240,10 gram
1241,10 gram
1242,10 gram
1243,10 gram
1244,10 gram
1245,10 gram
1246,10 gram
1247,10 gram
1248,10 gram
1249,10 gram
1250,10 gram
1251,10 gram
1252,10 gram
1253,10 gram
1254,10 gram
1255,10 gram
1256,10 gram
1257,10 gram
1258,10 gram
1259,10 gram
1260,10 gram
1261,10 gram
1262,10 gram
1263,10 gram
1264,10 gram
1265,10 gram
1266,10 gram
1267,10 gram
1268,10 gram
1269,10 gram
1270,10 gram
1271,10 gram
1272,10 gram
1273,10 gram
1274,10 gram
1275,10 gram
1276,10 gram
1277,10 gram
1278,10 gram
1279,10 gram
1280,10 gram
1281,10 gram
1282,10 gram
1283,10 gram
1284,10 gram
1285,10 gram
1286,10 gram
1287,10 gram
1288,10 gram
1289,10 gram
1290,10 gram
1291,10 gram
1292,10 gram
1293,10 gram
1294,10 gram
1295,10 gram
1296,10 gram
1297,10 gram
1298,10 gram
1299,10 gram
1300,10 gram
1301,10 gram
1302,10 gram
1303,10 gram
1304,10 gram
1305,10 gram
1306,10 gram
1307,10 gram
1308,10 gram
1309,10 gram
1310,10 gram
1311,10 gram
1312,10 gram
1313,10 gram
1314,10 gram
1315,10 gram
1316,10 gram
1317,10 gram
1318,10 gram
1319,10 gram
1320,10 gram
1321,10 gram
1322,10 gram
1323,10 gram
1324,10 gram
1325,10 gram
1326,10 gram
1327,10 gram
1328,10 gram
1329,10 gram
1330,10 gram
1331,10 gram
1332,10 gram
1333,10 gram
1334,10 gram
1335,10 gram
1336,10 gram
1337,10 gram
1338,10 gram
1339,10 gram
1340,10 gram
1341,10 gram
1342,10 gram
1343,10 gram
1344,10 gram
1345,10 gram
1346,10 gram
1347,10 gram
1348,10 gram
1349,10 gram
1350,10 gram
1351,10 gram
1352,10 gram
1353,10 gram
1354,10 gram
1355,10 gram
1356,10 gram
1357,10 gram
1358,10 gram
1359,10 gram
1360,10 gram
1361,10 gram
1362,10 gram
1363,10 gram
1364,10 gram
1365,10 gram
1366,10 gram
1367,10 gram
1368,10 gram
1369,10 gram
1370,10 gram
1371,10 gram
1372,10 gram
1373,10 gram
1374,10 gram
1375,10 gram
1376,10 gram
1377,10 gram
1378,10 gram
1379,10 gram
1380,10 gram
1381,10 gram
1382,10 gram
1383,10 gram
1384,10 gram
1385,10 gram
1386,10 gram
1387,10 gram
1388,10 gram
1389,10 gram
1390,10 gram
1391,10 gram
1392,10 gram
1393,10 gram
1394,10 gram
1395,10 gram
1396,10 gram
1397,10 gram
1398,10 gram
1399,10 gram
1400,10 gram
1401,10 gram
1402,10 gram
1403,10 gram
1404,10 gram
1405,10 gram
1406,10 gram
1407,10 gram
1408,10 gram
1409,10 gram
1410,10 gram
1411,10 gram
1412,10 gram
1413,10 gram
1414,10 gram
1415,10 gram
1416,10 gram
1417,10 gram
1418,10 gram
1419,10 gram
1420,10 gram
1421,10 gram
1422,10 gram
1423,10 gram
1424,10 gram
1425,10 gram
1426,10 gram
1427,10 gram
1428,10 gram
1429,10 gram
1430,10 gram
1431,10 gram
1432,10 gram
1433,10 gram
1434,10 gram
1435,10 gram
1436,10 gram
1437,10 gram
1438,10 gram
1439,10 gram
1440,10 gram
1441,10 gram
1442,10 gram
1443,10 gram
1444,10 gram
1445,10 gram
1446,10 gram
1447,10 gram
1448,10 gram
1449,10 gram
1450,10 gram
1451,32 centimetre
1452,5.11 centimetre
1453,2.8 centimetre
1454,2.8 centimetre
1455,10 gram
1456,10 gram
1457,10 gram
1458,10 gram
1459,36 centimetre
1460,36 centimetre
1461,10 gram
1462,10 gram
1463,10 gram
1464,287.0 centimetre
1465,120 millimetre
1466,94 inch
1467,94 inch
1468,10 gram
1469,10 gram
1470,10 gram
1471,24.0 gram
1472,29.0 metre
1473,29.0 metre
1474,10 gram
1475,10 gram
1476,21 centimetre
1477,21 centimetre
1478,10 gram
1479,10 gram
1480,30 inch
1481,10 gram
1482,175 centimetre
1483,10 gram
1484,10 gram
1485,80 centimetre
1486,4.8 centimetre
1487,4.8 centimetre
1488,5.0 centimetre
1489,180 centimetre
1490,180 centimetre
1491,18.5 centimetre
1492,10 gram
1493,10 gram
1494,30 millimetre
1495,30 millimetre
1496,10 gram
1497,10 gram
1498,10 gram
1499,10 gram
1500,10 gram
1501,10 gram
1502,23 centimetre
1503,5 centimetre
1504,10 gram
1505,10 gram
1506,10 gram
1507,7.48 inch
1508,16.0 centimetre
1509,1.2 millimetre
1510,20.0 centimetre
1511,5 centimetre
1512,11.6 millimetre
1513,10 gram
1514,10 gram
1515,10 gram
1516,305 inch
1517,6 centimetre
1518,6 centimetre
1519,6 centimetre
1520,10 gram
1521,10 gram
1522,10 gram
1523,10 gram
1524,10 gram
1525,10 gram
1526,10 gram
1527,8.89 inch
1528,10 gram
1529,10 gram
1530,6 centimetre
1531,6 centimetre
1532,10 gram
1533,2.8 inch
1534,2.8 inch
1535,35 centimetre
1536,35 centimetre
1537,10 gram
1538,3.0 gram
1539,10 gram
1540,10 gram
1541,9.8 inch
1542,10 gram
1543,10 gram
1544,10 gram
1545,254 millimetre
1546,254 millimetre
1547,10 gram
1548,10 gram
1549,19.1 centimetre
1550,19.1 centimetre
1551,10 gram
1552,10 gram
1553,21 centimetre
1554,5.12 centimetre
1555,13 centimetre
1556,10 gram
1557,10 gram
1558,15 centimetre
1559,15 centimetre
1560,11.4 centimetre
1561,11.4 centimetre
1562,10 gram
1563,10 gram
1564,10 gram
1565,10 gram
1566,75 centimetre
1567,10 gram
1568,10 gram
1569,10 gram
1570,10 gram
1571,10 gram
1572,1.0 centimetre
1573,1.0 centimetre
1574,1.0 centimetre
1575,10 gram
1576,10 gram
1577,6.2 centimetre
1578,70 millimetre
1579,70 millimetre
1580,31 centimetre
1581,5.2 centimetre
1582,5.2 centimetre
1583,6.0 centimetre
1584,10 gram
1585,19.3 centimetre
1586,60.0 centimetre
1587,60.0 centimetre
1588,4.9 inch
1589,4.9 inch
1590,10 gram
1591,43 centimetre
1592,3.3 centimetre
1593,3.93 inch
1594,3.93 inch
1595,30 centimetre
1596,30 centimetre
1597,62.0 centimetre
1598,10 gram
1599,10 gram
1600,10 gram
1601,10 gram
1602,2000 metre
1603,2000 metre
1604,45 centimetre
1605,45 centimetre
1606,45 centimetre
1607,51.0 centimetre
1608,51.0 centimetre
1609,10 gram
1610,10 gram
1611,28 centimetre
1612,10 gram
1613,10 gram
1614,10 gram
1615,10 gram
1616,10 gram
1617,10 gram
1618,20 centimetre
1619,20 centimetre
1620,26.4 centimetre
1621,70.0 centimetre
1622,10 gram
1623,10 gram
1624,10 gram
1625,10 gram
1626,10 gram
1627,65.0 gram
1628,35 centimetre
1629,35 centimetre
1630,80.0 gram
1631,10 gram
1632,3.14 centimetre
1633,3.14 centimetre
1634,10 gram
1635,10 gram
1636,10 gram
1637,10 gram
1638,10 gram
1639,10 gram
1640,10 gram
1641,40 centimetre
1642,10 gram
1643,2.36 millimetre
1644,2.36 millimetre
1645,10 gram
1646,10 gram
1647,10 gram
1648,10 gram
1649,10 gram
1650,10 gram
1651,40 centimetre
1652,40 centimetre
1653,50 millimetre
1654,7.5 centimetre
1655,57 millimetre
1656,10 gram
1657,10 gram
1658,30.0 millimetre
1659,30.0 millimetre
1660,21.0 inch
1661,21.0 inch
1662,10 gram
1663,10 gram
1664,5.0 centimetre
1665,10 gram
1666,10 gram
1667,10 gram
1668,10 gram
1669,6.0 foot
1670,17 centimetre
1671,1.5 millimetre
1672,12 centimetre
1673,12 centimetre
1674,10 gram
1675,10 gram
1676,10 gram
1677,10 gram
1678,3.4 inch
1679,3.4 inch
1680,60 centimetre
1681,8.4 inch
1682,8.4 inch
1683,94.5 centimetre
1684,16 centimetre
1685,16 centimetre
1686,16 centimetre
1687,10 gram
1688,82 millimetre
1689,82 millimetre
1690,10 gram
1691,10 gram
1692,10 gram
1693,10 gram
1694,18.0 centimetre
1695,18.0 centimetre
1696,10 gram
1697,10 gram
1698,10 gram
1699,10 gram
1700,10 gram
1701,10 gram
1702,10 gram
1703,10 gram
1704,205 inch
1705,205 inch
1706,10 gram
1707,92 centimetre
1708,27 centimetre
1709,10.0 centimetre
1710,10.0 centimetre
1711,20 pound
1712,10 gram
1713,11 centimetre
1714,11 centimetre
1715,43 centimetre
1716,9 inch
1717,9 inch
1718,10 gram
1719,10 gram
